prlName,ptlMessageDocumentNo,ptlMessage,ptlMessageRegisteredDate,ptlMessageKindDesc,ptlMessageDateUpdated,prlNpdidLicence,dateSyncNPD
378,4493,Dok. nr 3698 er slettet og erstattet med dok.nr 4480 på grunn av refinansering av deltakerandel i tillatelsen for å sikre at pantsettelsen sikrer et høyere beløp.,2009-07-13,Heftelse,9999-12-31,3811312,2013-05-08
378,4524,"Norwegian Energy Company ASA har pantsatt sin 20% deltakerandel i tillatelsen til fordel for SpareBank 1 SR-Bank, DnB NOR Bank ASA og BNP Parisbas (Bankene), med virkning fra 11.7.2009. I forbindelse med refinansiering av deltakerandel i tillatelsen for å sikre at pantsettelsen sikrer et høyere beløp fra NOK 800.000.000 pluss USD 25.000.000 til NOK 1.450.000.000 pluss USD 25.000.000 ble dok.nr 4480 datert 11.7.2009 feilaktig slettet. Denne slettelsen oppheves og pantsettelsens registreringsdato er fra opprinnelig dato 11.7.2009. Pantsettelsen utgjør et såkalt krysspant.",2009-07-23,Heftelse,9999-12-31,3811312,2013-05-08
378,4565,"Spring Energy Norway AS pantsetter sin 20% deltakerandel i tillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AS (publ). Førsteprioritet pantobligasjon stor NOK 1,000,000,000, skriver norske kroner enmilliard 00/100, Pantsetter har ikke rett til å overdra eller foreta ytterlige pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartement har i brev av 15.9.2009 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2009-09-15,Heftelse,9999-12-31,3811312,2013-05-08
378,5055,"Reduksjon av pantsettelse (dok. nr. 4565, registrert 15.9.09) i Spring Energy Norway AS sin deltakerandel i utvinningstillatelsen fra 20 % til 15 %. Panthaver Merchant Banking, Skandinaviska Enskilda Banken AB samtykker i reduksjon fra 20 % til 15 %, samt etterfølgende overdragelse av den frigitte andelen.",2009-12-28,Heftelse,9999-12-31,3811312,2013-05-08
378,5056,Spring Energy Norway AS overdrar en 5 % deltakerandel i utvinningstillatelsen til Wintershall Norge ASA med virkning fra 28.12.2009.,2009-12-28,Endring i tillatelse,9999-12-31,3811312,2013-05-08
378,5171,"Pantobligasjon stor NOK 1000,000,000 skriver norske kroner etttusenmillioner 00/100 datert 24.1.2008 (dok. nr. 3638) hvor Revus Energy ASA pantsetter sin 40 % deltakerandel i utvinningstillatelsen til DnB Nor Bank ASA er slettet.",2010-02-23,Sletting av heftelse,9999-12-31,3811312,2013-05-08
378,5424,"Pantobligasjon pålydende NOK 1 450 000 000 skriver norske kroner enmilliardfirehundreogfemti millioner pluss USD 25 000 000 skriver amerikanske dollar tjuefem millioner 00/100, datert 11.7.2009 (dok. nr. 4480) og 23.7.2009 (dok.nr. 4524) hvor Norwegian Energy Company ASA pantsetter sin 20 % deltakerandel i utvinningstillatelsen til SpareBank 1 SR-Bank er slettet. Samtykke fra panthaver SpareBank 1 SR-Bank foreligger i brev datert 16.7.2010.",2010-07-19,Sletting av heftelse,2013-05-08,3811312,2013-05-08
378,5436,"Pantobligasjon stor NOK 1 000 000 000 skriver norske kroner enmilliard  00/100 datert 15.9.2009 (dok. nr. 4565) hvor Spring Energy Norway AS pantsetter sin 20 % deltakerandel, redusert til 15%  den 28.12.2009 (dok. nr. 5055) i utvinningstillatelsen til Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er slettet. Samtykke fra panthaver Merchant Banking, Skandinaviska Enskilda Banken AB (publ) foreligger 12.8.2010.",2010-08-12,Sletting av heftelse,9999-12-31,3811312,2013-05-08
378,5457,"Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AB (publ). Første prioritet  panteobligasjon stor NOK 1,500,000,000, skriver norske kroner enmilliardfemhundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 22.6.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant. ",2010-08-12,Heftelse,9999-12-31,3811312,2013-05-08
378,5522,Norwegian Energy Company ASA overdrar sin 20 % deltakerandel i utvinningstillatelsen til Talisman Energy Norge AS med virkning fra 1.7.2010.,2010-10-01,Endring i tillatelse,9999-12-31,3811312,2013-05-08
378,5553,"Pantobligasjon stor NOK 1 500 000 000 skriver norske kroner enmilliardfemhundremillioner 00/100 datert 5.8.2010 (dok. nr 5457) hvor Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen ti Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er slettet. Samtykke fra panthaver Merchant Banking, Skandinaviska Enskilda Banken AB (publ) foreligger.",2010-12-01,Sletting av heftelse,9999-12-31,3811312,2013-05-08
378,5554,Dok nr.5055 er slettet som følge av sletting dok nr 5436 og dok nr 5553.,2010-12-01,Sletting av heftelse,9999-12-31,3811312,2013-05-08
378,5557,Spring Energy Norway AS overdrar sin 15 % deltakerandel i utvinningstillatelsen til Talisman Energy Norge AS med virkning fra 30.11.2010.,2010-12-01,Endring i tillatelse,9999-12-31,3811312,2013-05-08
378,6342,Wintershall Norge ASA har endret selskapsform og derved navn til Wintershall Norge AS med virkning fra 24.3.2012.,2012-04-20,Andre meldinger,9999-12-31,3811312,2013-05-08
378 B,5737,Utvinningstillatelsen er innført i Petroleumsregisteret.,2011-03-02,Ny tillatelse,2013-05-03,20108440,2013-05-08
378 B,6343,Wintershall Norge ASA har endret selskapsform og derved navn til Wintershall Norge AS med virkning fra 24.3.2012.,2012-04-20,Andre meldinger,2013-05-03,20108440,2013-05-08
382,2761,Tillatelsen er innført i Petroleumsregisteret.,2006-04-03,Ny tillatelse,9999-12-31,3811444,2013-05-08
382,3688,"Norwegian Energy Company ASA pantsetter sin 20% andel i tillatelsen til fordel for SpareBank 1 SR-Bank. Førsteprioritet pantobligasjon stor NOK 800,000,OOO skriver norske kroner åttehundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av det pantsatte objekt uten skriftlig samtykke fra panthaver.  Pantsettelsen utgjør et såkalt krysspant.",2008-03-13,Heftelse,9999-12-31,3811444,2013-05-08
382,3699,Dok nr 3688 er feil registrert erstattes med Dok nr 3700.,2008-03-14,Heftelse,9999-12-31,3811444,2013-05-08
382,3700,"Norwegian Energy Company ASA pantsetter sin 20% andel i tillatelsen til fordel for SpareBank 1 SR-Bank. Førsteprioritet pantobligasjon stor NOK 800,000,000 skrives norske kroner åttehundremillioner 00/100 og USD 25,000,000 skrives USD tjuefemmillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av det pantsatte objekt uten skriftlig samtykke fra panthaver.",2008-03-14,Heftelse,9999-12-31,3811444,2013-05-08
382,4473,"Pantobligasjon stor NOK 800,000,000 skriver norske kroner åttehundremillioner 00/100 og USD 25,000,000 tjuefemmillioner. Dok. nr 3700, registrert 14.03,2008 hvor Norwegian Energy Company AS er pantsetter og SpareBank 1 SR-Bank er panthaver, er slettet.",2009-07-10,Sletting av heftelse,9999-12-31,3811444,2013-05-08
382,4481,"Norwegian Energy Company ASA patsetter sin 20% deltakerandel i tillatelsen til fordel for SpareBank 1 SR-Bank, DnB NOR Bank ASA og BNP Parisbas (Bankene). Førsteprioritet pantobligasjon stor NOK 1,450,000,000 skriver norske kroner enmilliardfirehundreogfemtimillioner 00/100, pluss USD 25,000,000 skriver tjuefemmillioner. Pantsetter har ikke rett til å overdra eller foreta ytterlige pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartement har i brev av 18.6.2009 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd.  Pantsettelsen utgjør et såkalt krysspant.",2009-07-11,Heftelse,2013-04-04,3811444,2013-05-08
382,4494,Dok. nr 3700 er slettet og erstattet med dok.nr 4481 på grunn av refinansering av deltakerandel i tillatelsen for å sikre at pantsettelsen sikrer et høyere beløp.,2009-07-13,Heftelse,9999-12-31,3811444,2013-05-08
382,6973,"Pantobligasjon pålydende NOK  1,450,000,000 skriver norske kroner enmilliardfirehundreogfemtimillioner, pluss USD 25,000,000 skriver tjuefemmillioner hvor Norwegian Energy Company ASA  pantsetter sin 20 % deltakerandel i utvinningstillatelsen til fordel for SpareBank 1 SR-Bank datert 11.7.2009 (dok. nr.: 4481) er slettet. Samtykke fra panthaver SpareBank 1 SR-Bank foreligger i brev datert  20.3.2013.",2013-03-26,Sletting av heftelse,2013-04-04,3811444,2013-05-08
385,2763,Tillatelsen er innført i Petroleumsregisteret.,2006-04-03,Ny tillatelse,9999-12-31,3811602,2013-05-08
385,3246,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-11-01,Andre meldinger,9999-12-31,3811602,2013-05-08
385,3404,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-21,Andre meldinger,9999-12-31,3811602,2013-05-08
385,3689,"Norwegian Energy Company ASA pantsetter sin 20% andel i tillatelsen til fordel for SpareBank 1 SR-Bank. Førsteprioritet pantobligasjon stor NOK 800,000,OOO skriver norske kroner åttehundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av det pantsatte objekt uten skriftlig samtykke fra panthaver.  Pantsettelsen utgjør et såkalt krysspant.",2008-03-13,Heftelse,9999-12-31,3811602,2013-05-08
385,3701,Dok nr 3689 er feil registrert erstattes med Dok nr 3702.,2008-03-14,Heftelse,9999-12-31,3811602,2013-05-08
385,3702,"Norwegian Energy Company ASA pantsetter sin 20% andel i tillatelsen til fordel for SpareBank 1 SR-Bank. Førsteprioritet pantobligasjon stor NOK 800,000,000 skrives norske kroner åttehundremillioner 00/100 og USD 25,000,000 skrives USD tjuefemmillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av det pantsatte objekt uten skriftlig samtykke fra panthaver.",2008-03-14,Heftelse,9999-12-31,3811602,2013-05-08
385,4474,"Pantobligasjon stor NOK 800,000,000 skriver norske kroner åttehundremillioner 00/100 og USD 25,000,000 tjuefemmillioner. Dok. nr 3702, registrert 14.03,2008 hvor Norwegian Energy Company AS er pantsetter og SpareBank 1 SR-Bank er panthaver, er slettet.",2009-07-10,Sletting av heftelse,9999-12-31,3811602,2013-05-08
385,4482,"Norwegian Energy Company ASA patsetter sin 20% deltakerandel i tillatelsen til fordel for SpareBank 1 SR-Bank, DnB NOR Bank ASA og BNP Parisbas (Bankene). Førsteprioritet pantobligasjon stor NOK 1,450,000,000 skriver norske kroner enmilliardfirehundreogfemtimillioner 00/100, pluss USD 25,000,000 skriver tjuefemmillioner. Pantsetter har ikke rett til å overdra eller foreta ytterlige pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartement har i brev av 18.6.2009 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd.  Pantsettelsen utgjør et såkalt krysspant.",2009-07-11,Heftelse,2013-04-04,3811602,2013-05-08
385,4495,Dok. nr 3702 er slettet og erstattet med dok.nr 4482 på grunn av refinansering av deltakerandel i tillatelsen for å sikre at pantsettelsen sikrer et høyere beløp.,2009-07-13,Heftelse,9999-12-31,3811602,2013-05-08
385,4857,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-12,Andre meldinger,9999-12-31,3811602,2013-05-08
385,5275,Statoil Petroleum AS overdrar en 15 % deltakerandel i utvinningstillatelsen til North Energy AS med virkning fra 1.1.2010.,2010-03-10,Endring i tillatelse,9999-12-31,3811602,2013-05-08
385,5356,North Energy AS har endret navn til North Energy ASA med virkning fra 17.12.2009.,2010-04-20,Andre meldinger,9999-12-31,3811602,2013-05-08
385,5686,"North Energy ASA  pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for DnB NOR Bank ASA. Første prioritet panteobligasjon stor NOK 760,000,000, skriver norske kroner syvhundreogseksti millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 16.12.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant. ",2011-02-24,Heftelse,9999-12-31,3811602,2013-05-08
385,5913,Wintershall Norge AS har fusjonert med Winteshall Norge ASA som overtakende selskap med virkning fra 16.7.2011.,2011-07-29,Andre meldinger,9999-12-31,3811602,2013-05-08
385,5934,Wintershall Norge ASA overdrar sin 20% deltakerandel i tillatelsen til North Energy ASA med virkning fra 31.7.2011.,2011-08-22,Endring i tillatelse,9999-12-31,3811602,2013-05-08
385,6193,Pantobligasjon pålydende NOK 760 000 000 skriver norske kroner syvhundreogsekstimillioner  00/100 datert 24.2.2011 (dok. nr. 5686) hvor North Energy ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til DnB NOR Bank ASA er slettet. Samtykke fra panthaver foreligger i brev datert 14.2.2012.,2012-03-02,Sletting av heftelse,9999-12-31,3811602,2013-05-08
385,6207,"North Energy ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for DnB Bank ASA. Første prioritet panteobligasjon stor NOK 950,000,000, skriver norske kroner nihundreogfemti millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 16.12.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-03-02,Heftelse,9999-12-31,3811602,2013-05-08
385,6577,North Energy ASA overdrar en 20 % deltakerandel i utvinningstillatelsen til DONG E&P Norge AS med virkning fra 28.9.2012.,2012-09-28,Endring i tillatelse,9999-12-31,3811602,2013-05-08
385,6743,"Pantobligasjon pålydende NOK  950,000,000 skriver norske kroner nihundreogfemtimillioner, hvor North Energy ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA datert 2.3.2012 (dok. nr.: 6207) er slettet. Samtykke fra panthaver DNB  Bank ASA foreligger i brev datert 14.12.2012 og 19.12.2012.",2012-12-20,Sletting av heftelse,9999-12-31,3811602,2013-05-08
385,6755,"North Energy ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA. Første prioritet pantobligasjon pålydende NOK  950,000,000 skriver norske kroner nihundreogfemtimillioner. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 17.12.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-12-20,Heftelse,9999-12-31,3811602,2013-05-08
385,6782,Norwegian Energy Company ASA overdrar sin 20 % deltakerandel i utvinningstillatelsen til Noreco Norway AS med virkning fra 31.12.2012.,2013-01-02,Endring i tillatelse,9999-12-31,3811602,2013-05-08
385,6975,"Pantobligasjon pålydende NOK  1,450,000,000 skriver norske kroner enmilliardfirehundreogfemtimillioner, pluss USD 25,000,000 skriver tjuefemmillioner hvor Norwegian Energy Company ASA  pantsetter sin 20 % deltakerandel i utvinningstillatelsen til fordel for SpareBank 1 SR-Bank datert 11.7.2009 (dok. nr.: 4482) er slettet. Samtykke fra panthaver SpareBank 1 SR-Bank foreligger i brev datert  20.3.2013.",2013-04-02,Sletting av heftelse,2013-04-04,3811602,2013-05-08
385,6989,"Noreco Norway AS pantsetter sin 20 % deltakerandel i utvinningstillatelsen til fordel for SpareBank 1 SR-Bank  ASA. Første prioritet panteobligasjon stor NOK 1,240,000,000, skriver norske kroner enmilliardtohundreogførtimillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 9.1.2013 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2013-04-02,Heftelse,2013-04-13,3811602,2013-05-08
386,2764,Tillatelsen er innført i Petroleumsregisteret.,2006-04-03,Ny tillatelse,9999-12-31,3811659,2013-05-08
386,3551,Statoil ASA har endret navn til StatoilHydro ASA med virkning fra 01.10.2007,2007-12-28,Andre meldinger,9999-12-31,3811659,2013-05-08
386,4137,StatoilHydro ASA har overdratt sin 100% deltakerandel i tillatelsen til StatoilHydro Petroleum AS med virkning fra 1.1.2009,2009-02-17,Endring i tillatelse,9999-12-31,3811659,2013-05-08
386,4858,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-12,Andre meldinger,9999-12-31,3811659,2013-05-08
390,2830,Tillatelsen er innført i Petroleumsregisteret.,2006-05-31,Ny tillatelse,9999-12-31,3965152,2013-05-08
393,2833,Tillatelsen er innført i Petroleumsregisteret.,2006-05-31,Ny tillatelse,9999-12-31,3965277,2013-05-08
393,3247,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-11-01,Andre meldinger,9999-12-31,3965277,2013-05-08
393,3385,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-10,Andre meldinger,9999-12-31,3965277,2013-05-08
393,4859,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-12,Andre meldinger,9999-12-31,3965277,2013-05-08
393 B,5542,Tillatelsen er innført i Petroleumsregisteret.,2010-11-08,Ny tillatelse,9999-12-31,18404594,2013-05-08
393 B,5572,Statoil Petroleum AS overdrar en 30 % deltakerandel i utvinningstillatelsen til OMV (Norge) AS med virkning fra 29.12.2010.,2010-12-29,Endring i tillatelse,9999-12-31,18404594,2013-05-08
393 B,5574,Eni Norge AS overdrar sin 30 % deltakerandel i utvinningstillatelsen til Statoil Petroleum AS med virkning fra 1.10.2010.,2011-01-03,Endring i tillatelse,9999-12-31,18404594,2013-05-08
393 B,5575,BG Norge AS overdrar sin 20 % deltakerandel i utvinningstillatelsen til Statoil Petroleum AS med virkning fra 30.12.2010.,2011-01-04,Endring i tillatelse,9999-12-31,18404594,2013-05-08
395,2835,Tillatelsen er innført i Petroleumsregisteret.,2006-05-31,Ny tillatelse,9999-12-31,3965360,2013-05-08
395,3554,Statoil ASA har endret navn til StatoilHydro ASA med virkning fra 01.10.2007,2007-12-28,Andre meldinger,9999-12-31,3965360,2013-05-08
395,4323,StatoilHydro ASA har overdratt sin 50% deltakerandel i tillatelsen til StatoilHydro Petroleum AS med virkning fra 1.1.2009,2009-02-27,Endring i tillatelse,9999-12-31,3965360,2013-05-08
395,4861,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-12,Andre meldinger,9999-12-31,3965360,2013-05-08
402,2988,Tillatelsen er innført i Petroleumsregisterert.,2007-03-22,Ny tillatelse,2013-02-16,4237193,2013-05-08
402 B,4219,Tillatelsen er registrert i petroleumsregisteret med virkning fra 23.01.2009.,2009-02-23,Ny tillatelse,2013-02-16,5107780,2013-05-08
405,2991,Tillatelsen er innført i Petroleumsregisterert.,2007-03-22,Ny tillatelse,9999-12-31,4237284,2013-05-08
405,4911,Faroe Petroleum Norge AS har overdratt en 15 % deltakerandel i tillatelsen til Spring Energy Norway AS med virkning fra 1.1.2009.,2009-12-01,Endring i tillatelse,9999-12-31,4237284,2013-05-08
405,5459,"Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AB (publ). Første prioritet  panteobligasjon stor NOK 1,500,000,000, skriver norske kroner enmilliardfemhundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 22.6.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant. ",2010-08-12,Heftelse,9999-12-31,4237284,2013-05-08
405,5753,Petro-Canada Norge AS har endret navn til Suncor Energy Norge AS med virkning fra 28.2.2011.,2011-03-16,Andre meldinger,9999-12-31,4237284,2013-05-08
405,5888,"Faroe Petroleum Norge AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for BNP Paribas. Første prioritet panteobligasjon stor NOK 1,200,000,000, skriver norske kroner enmilliardertohundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 8.6.2011 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2011-07-18,Heftelse,9999-12-31,4237284,2013-05-08
405,6504,"Pantobligasjon pålydende NOK 1 500 000 000 skriver norske kroner enmilliardfemhundremillioner  00/100 datert 12.8.2010 (dok. nr. 5459) hvor Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er slettet. Samtykke fra panthaver Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er påtegnet panteobligasjonen, og datert 21.6.2012.",2012-06-26,Sletting av heftelse,9999-12-31,4237284,2013-05-08
405,6520,"Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AB (publ). Første prioritet panteobligasjon pålydende NOK 2 000 000 000 skriver norske kroner tomilliarder 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev datert 19.6.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-06-26,Heftelse,9999-12-31,4237284,2013-05-08
405,6900,Spring Energy Norway AS har endret foretaksnavn til Tullow Oil Norge AS med virkning fra 13.02.2013.,2013-02-19,Andre meldinger,2013-02-27,4237284,2013-05-08
405 B,3727,Ny tillatelse er innført i Petroleumsregisteret.,2008-03-15,Ny tillatelse,9999-12-31,4918473,2013-05-08
405 B,4912,Faroe Petroleum Norge AS har overdratt en 15 % deltakerandel i tillatelsen til Spring Energy Norway AS med virkning fra 1.1.2009.,2009-12-01,Endring i tillatelse,9999-12-31,4918473,2013-05-08
405 B,5460,"Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AB (publ). Første prioritet  panteobligasjon stor NOK 1,500,000,000, skriver norske kroner enmilliardfemhundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 22.6.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant. ",2010-08-12,Heftelse,9999-12-31,4918473,2013-05-08
405 B,5754,Petro-Canada Norge AS har endret navn til Suncor Energy Norge AS med virkning fra 28.2.2011.,2011-03-16,Andre meldinger,9999-12-31,4918473,2013-05-08
405 B,5889,"Faroe Petroleum Norge AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for BNP Paribas. Første prioritet panteobligasjon stor NOK 1,200,000,000, skriver norske kroner enmilliardertohundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 8.6.2011 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2011-07-18,Heftelse,9999-12-31,4918473,2013-05-08
405 B,6505,"Pantobligasjon pålydende NOK 1 500 000 000 skriver norske kroner enmilliardfemhundremillioner  00/100 datert 12.8.2010 (dok. nr. 5460) hvor Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er slettet. Samtykke fra panthaver Merchant Banking, Skandinaviska Enskilda Banken AB (publ) er påtegnet panteobligasjonen, og datert 21.6.2012.",2012-06-26,Sletting av heftelse,9999-12-31,4918473,2013-05-08
405 B,6521,"Spring Energy Norway AS pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda Banken AB (publ). Første prioritet panteobligasjon pålydende NOK 2 000 000 000 skriver norske kroner tomilliarder 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev datert 19.6.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-06-26,Heftelse,9999-12-31,4918473,2013-05-08
405 B,6878,Spring Energy Norway AS har endret foretaksnavn til Tullow Oil Norge AS med virkning fra 13.2.2013,2013-02-19,Andre meldinger,2013-02-27,4918473,2013-05-08
406,2992,Tillatelsen er innført i Petroleumsregisterert.,2007-03-22,Ny tillatelse,9999-12-31,4237318,2013-05-08
406,3887,"Olje- og energidepartemet har i brev av 01.07.2008 gitt samtykke etter petroleumsloven § 10-12 til gjennomføring av fusjonsplanen. Finansdepartement har i brev av 24.06.2008 gitt sitt samtykke. NOIL Energy ASA er innfusjonert i Det norske oljeselskap ASA fra 21.05.2008. Fusjonen gjennomføres på følgende måte: NOIL Energy ASA overfører vederlagsfritt alle sine eiendeler, rettigheter og forpliktelser til Det norske oljeselskap ASA i tillatelsen.",2008-07-09,Endring i tillatelse,9999-12-31,4237318,2013-05-08
406,3914,Noble Energy Norge AS har endret navn til Skeie Oil & Gas AS med virkning 21.07.2008.,2008-07-31,Andre meldinger,9999-12-31,4237318,2013-05-08
406,3929,"Skeie Oil & Gas AS pantsetter sin 40% andel i tillatelsen til fordel for DnB NOR Bank ASA. Første prioritet pantobligasjon stor NOK 500,000,000 skriver norske kroner femhundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelse av det pantsatte objekt uten skriftlig samtykke fra panthaver.",2008-08-20,Heftelse,9999-12-31,4237318,2013-05-08
406,3983,Serica Energy (UK) Limited overdra sin 20 % andel i utvinningstillatelse 406 til Serica Energy Norge AS med virkning fra 14.11.2008.,2008-11-19,Endring i tillatelse,9999-12-31,4237318,2013-05-08
406,4344,Serica Energy Norge AS har endret navn til Spring Energy Exploration Norge AS med virkning fra 6.1.2009.,2009-03-04,Andre meldinger,9999-12-31,4237318,2013-05-08
406,4362,Spring Energy Exploration Norge AS har endret navn til Spring Energy Exploration AS med virkning 16.3.2009,2009-04-02,Andre meldinger,9999-12-31,4237318,2013-05-08
406,4403,"Spring Energy Exploration AS pantsetter sin 20% deltakerandel i tillatelsen til fordel for Merchant Banking, Skandinaviska Enskilda AB. Første prioritet pantobligasjon stor NOK 400,000,000 skriver norske kroner firehundremillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av det pantsatte objekt uten skriftlig samtykke fra panthaver. ",2009-05-06,Heftelse,9999-12-31,4237318,2013-05-08
406,4503,"Patobligasjon stor NOK 500,000,000 skriver norske kroner femhundremillioner 00/100. Datert 20.8.2008 dok. nr 3929 hvor Skeie Oil & Gas AS er pantsetter og DnB NOR Bank ASA er panthaver, er slettet.",2009-07-15,Endring i tillatelse,9999-12-31,4237318,2013-05-08
