fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated
RINGHORNE ØST,Development,Ringhorne Øst is an oil field located northeast of Balder in the central part of the North Sea. The water depth in the area is about 130 metres. The field is developed with four production wells drilled from the Ringhorne facility on the Balder field.,3505505,2013-05-03
RINGHORNE ØST,Reservoir,The reservoir contains oil with associated gas in Jurassic sandstones in the Statfjord Formation. The reservoir lies at a depth of approximately 1 940 metres and has very good quality.,3505505,2013-05-03
RINGHORNE ØST,Recovery strategy,"The field is recovered by natural water drive from a regional aquifer to the north and east of the structure. The wells have gas lift to optimise production, and this will be expanded due to increasing water production.",3505505,2013-05-03
RINGHORNE ØST,Transport,"Production from Ringhorne Øst is routed via the Ringhorne wellhead platform and then further to the Balder and Jotun facilities for processing, storage and export.",3505505,2012-08-23
RINGHORNE ØST,Status,"The field is in the tail phase, but is expected to produce until 2025. A new production well was drilled and brought online in 2012. Two new wells are on the 2013 - 2015 drilling schedule.",3505505,2013-05-03
SIGYN,Development,"Sigyn is located in the Sleipner area in the central part of the North Sea. The water depth in the area is around 70 metres. The field comprises the deposits Sigyn Vest, which contains gas and condensate, and Sigyn Øst, which contains light oil. The field has been developed with a subsea template tied to Sleipner Øst.",1630100,2013-05-03
SIGYN,Reservoir,The main reservoir lies in the Triassic Skagerrak Formation at a depth of approximately 2 700 metres and the reservoir quality is good.,1630100,2012-08-23
SIGYN,Recovery strategy,The field is recovered by pressure depletion.,1630100,2013-05-03
SIGYN,Transport,The wellstream is controlled from Sleipner Øst and sent through two 12-kilometre long pipelines to the Sleipner A facility. The gas is exported using the dry gas system at Sleipner A. Condensate is transported via the condensate pipeline from Sleipner A to Kårstø.,1630100,2012-08-23
SKARV,Development,"Skarv is located about 35 kilometres southwest of the Norne field in the northern part of the Norwegian Sea. The water depth in the area is 350 - 450 metres. Skarv is a joint development of the 6507/5-1 Skarv and 6507/3-3 Idun deposits. The 6507/5-3 Snadd deposit is part of Skarv, but is presently not included in the development. The development concept is a floating production, storage and offloading vessel (FPSO) tied to five subsea templates.",4704482,2013-05-03
SKARV,Reservoir,"The reservoirs in Skarv contain gas and condensate in Middle and Lower Jurassic sandstones in the Garn, Ile and Tilje Formations. There is also an underlying oil zone in the Skarv deposit in the Garn and Tilje Formations. The Garn Formation has good reservoir quality, while the Tilje Formation has relatively poor quality. The reservoirs are divided into several fault segments and lie at a depth of 3 300 – 3 700 metres.",4704482,2013-05-03
SKARV,Recovery strategy,"In the Garn and Tilje Formations, re-injection of gas is planned for the first years in order to increase oil recovery.",4704482,2012-08-23
SKARV,Transport,"The oil is buoy-loaded to tankers, while the gas is exported in a new 80-kilometre long pipeline connected to the Åsgard Transport.",4704482,2013-05-03
SKARV,Status,"The FPSO was completed and installed at the field in August 2011. Drilling of production wells started in 2010, and production started in late December 2012.",4704482,2013-05-03
SKIRNE,Development,"Skirne, which includes the Byggve deposit, contains gas and condensate and is located east of Heimdal in the central part of the North Sea. The water depth in the area is about 120 metres. The field has been developed with two subsea templates tied to Heimdal by a pipeline. The Atla field was tied back to the Skirne/Byggve subsea template in 2012.",2138816,2013-05-03
SKIRNE,Reservoir,The reservoir consists of Middle Jurassic sandstones in the Brent Group. The Skirne deposit lies at a depth of approximately 2 370 metres and the Byggve deposit at approximately 2 900 metres. The reservoir quality is good.,2138816,2013-05-03
SKIRNE,Recovery strategy,The field is recovered by pressure depletion.,2138816,2013-05-03
SKIRNE,Transport,"The wellstream from Skirne is transported in a pipeline to the Heimdal facility for processing and further transport of the gas in Vesterled and Statpipe, whereas condensate is transported to Brae in the British sector.",2138816,2013-05-03
SKIRNE,Status,Skirne is expected to produce until 2017.,2138816,2013-05-03
SKULD,Development,"Skuld is located in the Norwegian Sea, north of the Norne Field, at a water depth of about 340 metres. The field consists of the two oil deposits, 6608/10-12 Dompap and 6608/10-14 S Fossekall, which are located 26 and 16 kilometres, respectively, north of the Norne vessel. Skuld is being developed with subsea templates tied back to the Norne FPSO.",21350124,2013-05-08
SKULD,Reservoir,"The reservoirs consist of Lower to Middle Jurassic sandstones in the Åre, Tofte and Ile Formations at a depth of 2 400–2 600 metres. The reservoirs contain oil.",21350124,2013-05-08
SKULD,Recovery strategy,"Skuld will be recovered with pressure support by water injection. In addition, some of the wells will be supplied with gas lift to be able to produce at low reservoir pressure and high water cut.",21350124,2013-05-08
SKULD,Transport,"The wellstream will be processed on the Norne vessel, and the oil will be buoy-loaded together with the oil from the Norne field. The gas will be transported by pipeline from the Norne vessel to Åsgard, then further via Åsgard Transport System to Kårstø.",21350124,2013-05-08
SKULD,Status,"The PDO was approved in January 2012. Drilling of the development wells started in March 2012, and production is planned to start in the first half of 2013.",21350124,2013-05-08
SLEIPNER VEST,Development,"Sleipner Vest is a gas field in the central part of the North Sea. The water depth in the area is about 110 metres. The field is developed with the wellhead facility Sleipner B, which is remotely operated from the Sleipner A facility on the Sleipner Øst field, and the processing facility Sleipner T, which is connected by a bridge to Sleipner A. The Alpha Nord segment was developed in 2004 with a subsea template tied back to Sleipner T through an 18-kilometre pipeline.",43457,2013-05-03
SLEIPNER VEST,Reservoir,"Sleipner Vest produces from the Middle Jurassic Sleipner and Hugin Formations. The reservoir depth is approximately 3 450 metres. Most of the reserves are found in the Hugin Formation. The faults in the field are generally not sealed, and communication between the sand deposits is good.",43457,2012-08-23
SLEIPNER VEST,Recovery strategy,Sleipner Vest is recovered by pressure depletion.,43457,2013-05-03
SLEIPNER VEST,Transport,"Processed gas from Sleipner Vest is routed to Sleipner A for further export, while CO2 is removed from the gas and injected into the Utsira Formation via a dedicated injection well from Sleipner A. Unstabilised condensate from Sleipner Vest and Sleipner Øst is mixed at Sleipner A and sent to Kårstø for processing to stabilised condensate and NGL products.",43457,2012-08-23
SLEIPNER VEST,Status,There was a drilling campaign from July 2009 to June 2011. A new drilling campaign is scheduled from 2015.,43457,2013-05-03
SLEIPNER ØST,Development,"Sleipner Øst is a gas condensate field in the central part of the North Sea. The water depth in the area is 82 metres. The field has been developed with an integrated processing, drilling and accommodation facility with a concrete gravity base structure, Sleipner A. In addition, a riser facility, Sleipner R, which connects Sleipner A to the pipelines for gas transport and a flare stack Sleipner F, have been installed. Two subsea templates have also been installed, one for production from the northern part of Sleipner Øst and one for production of the Loke deposit. The Sigyn and Gungne fields are also tied back to Sleipner A. The PDO for Loke was approved in 1991 and production started in 1993. Development of Loke Triassic was approved in August 1995 and production started in 1998.",43478,2013-05-03
SLEIPNER ØST,Reservoir,"The Sleipner Øst and Loke reservoirs are mainly in sandstones in the Ty Formation of Paleocene age and the Hugin Formation of Middle Jurassic age. In addition, gas has been proven in the Heimdal Formation, overlying the Ty Formation. The reservoir depth is approximately 2 300 metres.",43478,2013-05-03
SLEIPNER ØST,Recovery strategy,"The Hugin Formation reservoir produces by pressure depletion. The Ty reservoir was produced by dry gas recycling until 2005. To optimise production, the wells are now produced at a reduced inlet pressure.",43478,2013-05-03
SLEIPNER ØST,Transport,The wellstream from Sleipner Øst is processed on Sleipner A together with the production from Gungne and Sigyn. Condensate from Sleipner Vest and Sleipner Øst is sent to Kårstø for further processing. Processed gas is mixed with gas from Troll and exported via Draupner to Zeebrugge.,43478,2013-05-03
SLEIPNER ØST,Status,"An agreement for tie-in and processing of oil and rich gas from Gudrun at the Sleipner facilities was made in 2010, and production is planned to start from Gudrun in 2014. Rich gas from Gina Krog is planned to be tied-in and processed at the Sleipner facilities from 2017.",43478,2013-05-03
SNORRE,Development,"Snorre is an oil field in the Tampen area in the northern part of the North Sea. The water depth in the area is 300 - 350 metres. Snorre A in the south is a floating steel facility (TLP) for accommodation, drilling and processing. Snorre A also has a separate process module for production from the Vigdis field. A subsea template with ten well slots, Snorre UPA, is located centrally on the field and connected to Snorre A. Snorre B is located in the northern part of the field, and is a semi-submersible integrated drilling, processing and accommodation facility. An amended PDO for Snorre, including a new processing module on Snorre A for processing oil from Vigdis, was approved in December 1994. The PDO for Snorre B was approved in June 1998. Snorre B came on stream in June 2001.",43718,2013-05-03
SNORRE,Reservoir,The Snorre field consists of several large fault blocks. The reservoir contains Lower Jurassic and Triassic sandstones in the Statfjord and Lunde Formations. The reservoir depth is 2 000 - 2 700 metres. The reservoir has a complex structure with many alluvial channels and internal flow barriers.,43718,2013-05-03
SNORRE,Recovery strategy,"Snorre is produced with pressure support from water injection, gas injection and water alternating gas injection (WAG).",43718,2013-05-03
SNORRE,Transport,"Oil and gas are separated in two stages at Snorre A before transport in separate pipelines to Statfjord A for final processing and export. The oil is loaded onto shuttle tankers at Statfjord and excess gas is sent through the Statpipe pipeline to Kårstø, or through Tampen Link to St Fergus. Processed oil from Snorre B is routed by pipeline to Statfjord B for storage and loading to shuttle tankers. All gas from Snorre B is normally re-injected, but may also be sent to Snorre A for injection or export.",43718,2013-05-03
SNORRE,Status,"The licensees are working on development plans for extended production from the field (Snorre 2040 project). Infill drilling, modification of facilities, new infrastructure and long-term transport solution are key elements in the studies. It has been decided to install a permanent reservoir monitoring system on the seabed to increase recovery through improved seismic quality. The licensees have also decided to implement an Enhanced Oil Recovery pilot on water diversion using silica gel.",43718,2013-05-03
SNØHVIT,Development,"Snøhvit is located in the Barents Sea in the central part of the Hammerfest basin, at a water depth of 310 - 340 metres, and is a gas field with condensate and an underlying thin oil zone. Snøhvit unit includes the Snøhvit, Albatross and Askeladd structures. The approved PDO for the gas resources includes subsea templates for 19 production wells and one injection well for CO2.",2053062,2013-05-03
SNØHVIT,Reservoir,"The reservoirs contain gas, condensate and oil in Lower and Middle Jurassic sandstones in the Stø and Nordmela Formations. The reservoir depth is approximately 2 300 metres.",2053062,2013-05-03
SNØHVIT,Recovery strategy,The recovery strategy is pressure depletion. The development does not include recovery of the oil zone.,2053062,2012-08-23
SNØHVIT,Transport,"The wellstream containing natural gas, including CO2, NGL and condensate, is transported through a 160-kilometre long pipeline to the facility at Melkøya for processing and export. The gas is processed and cooled down to liquid form (LNG) at Melkøya. The CO2 content in the gas is separated at Melkøya and sent back to the field to be re-injected in a deeper formation. LNG, LPG and condensate are shipped to the market.",2053062,2013-05-03
SNØHVIT,Status,"Snøhvit is being developed in multiple phases. In the current phase, additional wells and a possible tie-in of Snøhvit Nord are being evaluated. An evaluation of a second CO2 injection well is on-going. Increased robustness of the LNG plant at Melkøya is being evaluated.",2053062,2013-05-03
STATFJORD,Development,"Statfjord is an oil field straddling the border between the Norwegian and British sectors in the Tampen area. The water depth in the area is 150 metres. The field has been developed with three fully integrated facilities: Statfjord A, Statfjord B and Statfjord C. Statfjord A is centrally located on the field, and came on stream in 1979. Statfjord B is located in the southern part of the field, and came on stream in 1982. Statfjord C is situated in the northern part of the field, and came on stream in 1985. Statfjord B and Statfjord C have similar construction. The satellite fields Statfjord Øst, Statfjord Nord and Sygna have a separate inlet separator on Statfjord C. The PDO for Statfjord Late Life was approved in June 2005.",43658,2013-05-03
STATFJORD,Reservoir,"The Statfjord reservoirs lie at a depth of 2 500 - 3 000 metres in a large fault block tilted towards the west, and in a number of smaller fault compartments along the east flank. The reservoirs are in Jurassic sandstones in the Brent Group and the Cook and Statfjord Formations. The Brent Group and Statfjord Formation have excellent reservoir quality.",43658,2013-05-03
STATFJORD,Recovery strategy,"Statfjord was originally recovered by pressure support from water alternating gas injection (WAG), water injection and partial gas injection. Statfjord Late Life entails that all injection has now ceased, and the field is produced by depressurisation in order to liberate gas from remaining oil. Blowdown of the reservoir pressure in the Brent Formation started in the autumn of 2008. Statfjord Late Life is expected to prolong the lifetime of the field and increase the recovery of both oil and gas.",43658,2013-05-03
STATFJORD,Transport,"Stabilised oil is stored in storage cells at each facility. Oil is loaded onto tankers from one of the two oil loading systems at the field. From 2007, gas is exported through Tampen Link, which is routed via the Far North Liquids and Gas System (FLAGS) pipeline to the United Kingdom. The UK licensees route their share of the gas through the FLAGS pipeline from Statfjord B to St Fergus in Scotland.",43658,2013-05-03
STATFJORD,Status,"The facilities have been modified as part of the Statfjord Late Life Project. There are plans to drill about 70 new oil, water and gas wells during Statfjord Late Life. At the end of 2012, about 50 of these wells were completed.",43658,2013-05-03
STATFJORD NORD,Development,Statfjord Nord is an oil field located approximately 17 kilometres north of the Statfjord field in the Tampen area. The water depth in the area is 250 - 290 metres. The field has been developed with three subsea templates tied back to Statfjord C. Two of the templates are for production and one is for water injection.,43679,2013-05-03
STATFJORD NORD,Reservoir,"The Statfjord Nord reservoirs consist of Middle Jurassic sandstones in the Brent Group, and Upper Jurassic sandstones. The reservoirs lie at a depth of approximately 2 600 metres and are of good quality.",43679,2013-05-03
STATFJORD NORD,Recovery strategy,The field produces with partial pressure support from water injection.,43679,2013-05-03
STATFJORD NORD,Transport,"The wellstream is routed through two pipelines to Statfjord C for processing, storage and export. Statfjord Nord, Sygna and Statfjord Øst have a shared process module on Statfjord C.",43679,2012-08-23
STATFJORD NORD,Status,The current key challenge is to restore pressure maintenance. The plan is to repair one of the two water injectors in the second half of 2013 and to resume production.,43679,2013-05-03
STATFJORD ØST,Development,"Statfjord Øst is an oil field located approximately 7 kilometres northeast of the Statfjord field in the Tampen area. The water depth in the area is 150 - 190 metres. The field has been developed with three subsea templates tied back to Statfjord C. Two of the templates are for production and one for water injection. In addition, one production well has been drilled from Statfjord C.",43672,2013-05-03
STATFJORD ØST,Reservoir,The reservoir consists of Middle Jurassic sandstones in the Brent Group. The reservoir depth is approximately 2 400 metres.,43672,2013-05-03
STATFJORD ØST,Recovery strategy,The field is currently produced by pressure depletion.,43672,2013-05-03
STATFJORD ØST,Transport,"The wellstream is routed through two pipelines to Statfjord C for processing, storage and export. Statfjord Øst, Sygna and Statfjord Nord have a shared process module on Statfjord C.",43672,2013-05-03
STATFJORD ØST,Status,"The field is affected by pressure depletion from the blow down of Statfjord. The Light Well Intervention (LWI) program was completed in 2010 and boosted production significantly. The water injectors are shut down, and the re-evaluated drainage strategy involves no more water injection for the remaining lifetime of the field.",43672,2013-05-03
SVALIN,Development,"Svalin is located 8 kilometres southwest of the Grane field. The water depth in the area is approximately 120 metres. Svalin will be developed by a multilateral well drilled from the Grane platform, and with a subsea facility tied in to Grane.",22507971,2013-05-08
SVALIN,Reservoir,There is oil and associated gas in Paleocene to Lower Eocene sandstones in the Heimdal and Balder Formations at a depth of approximately 1 750 metres. The sandstones are deposited as sub-marine fans.,22507971,2013-05-08
SVALIN,Recovery strategy,Svalin will be recovered by pressure depletion.,22507971,2013-05-08
SVALIN,Transport,The wellstream will be processed on Grane and transported by pipeline to the Sture terminal for storage and export.,22507971,2013-05-08
SVALIN,Status,"The PDO was approved in 2012. Production from Svalin is planned to start in two phases, in November 2013 and in June 2014.",22507971,2013-05-08
SYGNA,Development,"Sygna is an oil field located north of the Statfjord Nord field in the Tampen area. The water depth in the area is about 300 metres. The field has been developed with one subsea template with four well slots, connected to Statfjord C.",104718,2013-05-03
SYGNA,Reservoir,The Sygna reservoir consists of Middle Jurassic sandstones in the Brent Group. The reservoir depth is approximately 2 650 metres. The reservoir quality is good.,104718,2013-05-03
SYGNA,Recovery strategy,The field is currently being produced by pressure depletion.,104718,2012-08-23
SYGNA,Transport,"The wellstream is transported by pipeline to Statfjord C for processing, storage and export. Statfjord Nord, Statfjord Øst and Sygna have a shared process module on Statfjord C.",104718,2013-05-03
SYGNA,Status,"The water injection well is shut down. Until injection is restored, production will be limited and there will be periods of no production.",104718,2013-05-03
TAMBAR,Development,Tambar is an oil field located southeast of the Ula field in the southern part of the North Sea. The water depth in the area is 68 metres. The field has been developed with a remotely controlled wellhead facility without processing equipment.,1028599,2013-05-03
TAMBAR,Reservoir,"The reservoir consists of Upper Jurassic sandstones in the Ula Formation, deposited in a shallow marine environment. The reservoir lies at a depth of 4 100 - 4 200 metres and the reservoir characteristics are generally very good.",1028599,2013-05-03
TAMBAR,Recovery strategy,The field is recovered by pressure depletion and limited aquifer drive. The production went off plateau in 2002 and is now declining.,1028599,2013-05-03
TAMBAR,Transport,"The oil is transported to Ula through a pipeline which was installed in June 2007. After processing at Ula, the oil is exported in the existing pipeline system to Teesside via Ekofisk, while the gas is injected in the Ula reservoir to improve oil recovery.",1028599,2013-05-03
TAMBAR,Status,"A multi-phase pump installed in 2008 to reduce the wellhead pressure and increase recovery failed and is out of order. The plan for 2013 is to restart the multi-phase pump. Major challenges are wells that die and high water cut in the wells, which restricts production. In 2013, the licensees will concentrate on well work and surveillance. Gas lift to increase the oil recovery will be considered. Infill drilling is also evaluated.",1028599,2013-05-03
TAMBAR ØST,Development,Tambar Øst has been developed with one production well drilled from the Tambar facility.,4999528,2012-08-23
TAMBAR ØST,Reservoir,"The reservoir is in sandstones of Late Jurassic age, deposited in a shallow marine environment. The reservoir lies at a depth of 4 050 – 4 200 metres and the quality varies.",4999528,2013-05-03
TAMBAR ØST,Recovery strategy,The field is recovered by pressure depletion and limited aquifer drive.,4999528,2013-05-03
TAMBAR ØST,Transport,"The oil is transported to Ula via Tambar. After processing at Ula, the oil is exported in the existing pipeline system to Teesside via Ekofisk. The gas is used for gas injection in the Ula reservoir to improve oil recovery.",4999528,2012-08-23
TAMBAR ØST,Status,Production in 2012 was stable and above expectation. Infill options are evaluated.,4999528,2013-05-03
TOMMELITEN GAMMA,Status,There are no specific plans to recover the remaining resources.,43444,2012-08-23
TOR,Development,Tor is an oil field in the Ekofisk area in the southern part of the North Sea. The water depth in the area is about 70 metres. The field has been developed with a combined wellhead and processing facility tied to Ekofisk.,43520,2013-05-03
TOR,Reservoir,"The main reservoir consists of fractured chalk in the Tor Formation of Late Cretaceous age. The reservoir lies at a depth of approximately 3 200 metres. The Ekofisk Formation of Early Paleocene age also contains oil, but has poorer reservoir quality. So far, minor volumes have been produced from this formation.",43520,2013-05-03
TOR,Recovery strategy,"Tor was originally recovered by pressure depletion. In 1992, limited water injection commenced. The facility has subsequently been upgraded and the scope of water injection has been expanded.",43520,2013-05-03
TOR,Transport,"Oil and gas are transported by pipelines to the processing facility at Ekofisk J. Gas from the Ekofisk area is transported by pipeline to Emden, while the oil, also containing NGL fractions, is sent via pipeline to Teesside.",43520,2012-08-23
TOR,Status,"The Tor facility has a limited remaining lifetime. A redevelopment of the field, to recover significant remaining resources in both the Tor and the Ekofisk formations, is being evaluated.",43520,2012-08-23
TORDIS,Development,"Tordis is an oil field located between the Snorre and Gullfaks fields in the Tampen area in the northern part of the North Sea. The water depth in the area is approximately 200 metres. The field has been developed with a central subsea manifold tied back to Gullfaks C. Eight separate satellite wells and two subsea templates are tied back to the manifold. A subsea separator was installed at the field in 2007. Injection water is supplied from Gullfaks C. Tordis comprises four deposits: Tordis, Tordis Øst, Borg and 34/7-25 S. The PDO for Tordis Øst was approved in October 1995. The PDO for Borg was approved in June 1999. An amended PDO for Tordis (Tordis IOR) was approved in December 2005.",43725,2013-05-03
TORDIS,Reservoir,"The reservoirs in Tordis and Tordis Øst consist of Middle Jurassic sandstones of the Brent Group. The reservoir in Borg consists of Upper Jurassic sandstones in the intra-Draupne Formation, and the reservoir in 34/7-25 S consists of sandstones of the Brent Group and sandstones of Late Jurassic age. The Tordis reservoirs lie at a depth of 2 000 - 2 500 metres.",43725,2012-08-23
TORDIS,Recovery strategy,Production is partly accomplished by pressure support from water injection and partly by natural aquifer drive. Pressure at Borg is fully maintained using water injection. Tordis Øst is produced with pressure support from natural aquifer drive.,43725,2013-05-03
TORDIS,Transport,"The wellstream from Tordis is separated in the subsea facility and transported through two pipelines to Gullfaks C for further processing. The oil is exported by tankers, while the gas is exported via Gassled to Kårstø.",43725,2013-05-03
TORDIS,Status,Production and water injection at Tordis was reduced in 2012 due to corrosion and replacement of production pipelines to Gullfaks C. A main challenge is to optimize oil production while limiting water and sand production.,43725,2013-05-03
TRYM,Development,Trym is located three kilometres from the border to the Danish continental shelf. The water depth in the area is around 65 metres. The development concept is a subsea template tied to the Harald facility on the Danish side of the border.,18081500,2012-08-23
TRYM,Reservoir,"The reservoir contains gas and condensate in Upper Jurassic and Middle Jurassic sandstones in the Sandnes and Bryne Formations. The discovery lies on the same salt structure trend as the Danish field Lulita, at a depth of about 3 400 metres. The deposits are assumed to be separated by a fault zone on the Norwegian side of the border, but there may be pressure communication in the water zone.",18081500,2013-05-03
TRYM,Recovery strategy,Trym is produced by natural pressure depletion via two horizontal production wells.,18081500,2012-08-23
TRYM,Transport,The wellstream is processed on the Harald facility for further transport through the Danish pipeline network.,18081500,2013-05-03
TRYM,Status,Production started in February 2011. Both producers are performing as expected. An exploration well was drilled on the Trym South prospect near the Trym field in the first quarter of 2013.,18081500,2013-05-03
TUNE,Development,"Tune is a gas-condensate field located about 10 kilometres west of the Oseberg Field Centre in the northern part of the North Sea. The water depth in the area is approximately 95 metres. The field has been developed with a subsea template and a satellite well tied to Oseberg. In March 2004, a PDO exemption was granted for development of the northern part of the field. A similar exemption was granted for the southern part of the field in May 2005 (Tune Phase III).",853376,2013-05-03
TUNE,Reservoir,The reservoir consists of Middle Jurassic sandstones in the Brent Group and is divided into several inclined fault blocks. The reservoir depth is approximately 3 400 metres.,853376,2013-05-03
TUNE,Recovery strategy,The field is recovered by pressure depletion. Low pressure production has been started.,853376,2012-08-23
TUNE,Transport,"The wellstream from Tune is transported in pipelines to the Oseberg Field Centre, where the condensate is separated and transported to the Sture terminal through the Oseberg Transport System (OTS). Gas from Tune is injected in Oseberg, while the licensees can export a corresponding volume of sales gas from Oseberg.",853376,2013-05-03
TUNE,Status,Tune is in the tail phase. Implementation of low pressure production was completed in 2012. This will increase and prolong the production.,853376,2013-05-03
TYRIHANS,Development,"Tyrihans is located in the Norwegian Sea about 25 kilometres southeast of the Åsgard field. The water depth in the area is about 270 metres. Tyrihans consists of the discoveries 6407/1-2 Tyrihans Sør, which was discovered in 1983, and 6407/1-3 Tyrihans Nord, discovered in 1984. The development concept is five subsea templates tied to Kristin, four for production and gas injection and one for water injection.",3960848,2012-08-23
TYRIHANS,Reservoir,Tyrihans Sør has an oil column with a condensate-rich gas cap. Tyrihans Nord contains gas condensate with an underlying oil zone. The Garn Formation of Middle Jurassic age constitutes the main reservoir in both deposits and lies at about 3 500 metres. The reservoir is homogenous and the quality is good.,3960848,2012-08-23
TYRIHANS,Recovery strategy,"During the first years, recovery is based on gas injection from Åsgard B into Tyrihans Sør. In addition, subsea pumps will be used for injection of seawater to increase recovery. It has also been decided to produce the oil zone in Tyrihans Nord. LPP (Low Pressure Production) will be relevant for Kristin from 2014. Tyrihans will also benefit from this drainage strategy.",3960848,2012-08-23
TYRIHANS,Transport,Oil and gas from Tyrihans are transported by pipeline to Kristin for processing and further transport.,3960848,2012-08-23
TYRIHANS,Status,"The field came on stream in July 2009, and gas injection from Åsgard was started in October 2009.",3960848,2012-08-23
ULA,Development,"Ula is an oil field in the southern part of the North Sea. The water depth in the area is about 70 metres. The development consists of three conventional steel facilities for production, drilling and accommodation. The facilities are connected by bridges. The wellstream from Blane was tied to the Ula field for processing in September 2007. The gas capacity at Ula was upgraded in 2008 with a new gas processing and gas injection module (UGU) that doubled the capacity.",43800,2012-08-23
ULA,Reservoir,"The main reservoir is at a depth of 3 345 metres in the Upper Jurassic Ula Formation. The reservoir consists of three layers, and two of them are producing well.",43800,2013-05-03
ULA,Recovery strategy,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG programme has been expanded with gas from Tambar (2001), Blane (2007) and Oselvar (2012). Gas lift is used in some of the wells.",43800,2013-05-03
ULA,Transport,The oil is transported by pipeline via Ekofisk to Teesside. All gas is re-injected into the reservoir to increase oil recovery.,43800,2012-08-23
ULA,Status,"Based on the positive effect the WAG programme has on oil recovery, it has been expanded by drilling additional WAG wells. More wells are planned for 2013-2016 An evaluation of possible development of the underlying Triassic reservoir is ongoing, and test production is part of this evaluation.",43800,2013-05-03
URD,Development,"Urd is located northeast of Norne in the Norwegian Sea. The water depth in the area is approximately 380 metres. The field comprises two oil deposits, 6608/10-6 Svale and 6608/10-8 Stær. Urd has been developed with subsea templates tied back to the Norne vessel. In April 2008, an amended PDO for Norne and Urd was approved. The plan comprises the 6608/10-11 S Trost discovery and a number of prospects in the area around Norne and Urd.",2834734,2012-08-23
URD,Reservoir,"The reservoirs consist of Lower to Middle Jurassic sandstones in the Åre, Tilje and Ile Formations at a depth of 1 800 – 2 300 metres",2834734,2013-05-03
URD,Recovery strategy,"Urd is recovered by water injection. In addition, the wells are supplied with gas lift which enables them to produce at low reservoir pressure and high water cut.",2834734,2012-08-23
URD,Transport,"The well stream is processed on the “Norne FPSO”, and oil is buoyloaded together with oil from the Norne field. The gas is sent from Norne to Åsgard, and then exported via Åsgard Transport System to Kårstø.",2834734,2013-05-03
URD,Status,"Production performance has been almost as expected in 2012. Proven resources in the Melke Formation, overlying the Svale and Stær deposits, are being evaluated for possible production.",2834734,2013-05-03
VALE,Development,Vale is a gas and condensate field located 16 kilometres north of Heimdal in the central part of the North Sea. The field has been developed with a subsea template tied back to Heimdal. The water depth in the area is approximately 115 metres.,1578893,2012-08-23
VALE,Reservoir,The reservoir consists of Middle Jurassic sandstones in the Brent Group. The reservoir depth is approximately 3 700 metres. The reservoir has low permeability.,1578893,2013-05-03
VALE,Recovery strategy,The field is recovered by pressure depletion.,1578893,2012-08-23
VALE,Transport,The wellstream from Vale goes to Heimdal for processing and export.,1578893,2013-05-03
VALE,Status,"The wellstream from Vale has a high wax content, which creates challenges at Heimdal, and results in reduced production in periods.",1578893,2013-05-03
VALEMON,Development,"Valemon is located in blocks 34/11 and 34/10, just west of the Kvitebjørn field. The water depth is 135 metres. Several appraisal wells have been drilled on the discovery. The development concept is a fixed steel production platform with a simplified separation process. The platform will be remotely controlled from the Kvitebjørn field or from shore.",20460969,2013-05-08
VALEMON,Reservoir,"The deposit has a complex structure with several faults. The reservoirs consist of Middle Jurassic sandstones in the Brent Group and Lower Jurassic sandstones in the Cook Formation. The reservoirs lie at a depth of approximately 4 000 metres, with high pressure and temperature.",20460969,2013-05-08
VALEMON,Recovery strategy,Valemon will be produced by pressure depletion.,20460969,2012-08-23
VALEMON,Transport,"The condensate will be transported by pipeline to Kvitebjørn, and via the Kvitebjørn oil pipeline to Mongstad. The rich gas is planned to be exported in the Huldra pipeline to Heimdal for further export to the United Kingdom or the Continent.",20460969,2013-05-08
VALEMON,Status,The platform is under construction. Drilling of wells started in 2012 and production start is scheduled for October 2014.,20460969,2013-05-08
VALHALL,Development,"Valhall is an oil field located in the southern part of the North Sea. The water depth in the area is about 70 metres. The field was originally developed with three facilities for accommodation, drilling and production. In 1996, a wellhead facility, Valhall WP, with 19 slots for additional wells was installed. The four facilities are connected by bridges. A water injection facility was installed centrally on the field in the summer of 2003. The flank development consists of two wellhead facilities positioned in the north and south of the field. The southern facility came on stream in 2003 and the northern facility came on stream in 2004. Valhall processes production from Hod, and delivers gas for gas lift on Hod. The PDO for Valhall WP was approved in June 1995. The PDO for Valhall water injection was approved in November 2000. The PDO for Valhall flank development was approved in November 2001. A PDO for Valhall redevelopment was approved in June 2007.",43548,2013-05-03
VALHALL,Reservoir,"The Valhall field produces from chalk in the Tor and Hod Formations of Late Cretaceous age. The reservoir depth is approximately 2 400 metres. The chalk in the Tor Formation is fine-grained and soft, with considerable fracturing allowing oil and water to flow more easily than in the Hod formation.",43548,2013-05-03
VALHALL,Recovery strategy,"Recovery originally took place by pressure depletion with compaction drive. As a result of pressure depletion from production, compaction of the chalk has caused subsidence of the seabed, presently six metres at the central part of the field. Water injection in the centre of the field started in January 2004 and is expanding. Gas lift will also be important to optimise production and will be implemented in most of the production wells.",43548,2013-05-03
VALHALL,Transport,Oil and NGL are routed via pipeline to Ekofisk for onward transport to Teesside. Gas is sent via pipeline to Norpipe for onward transport to Emden.,43548,2012-08-23
