prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
SKARV,2013,0.076,0.272,0.068,0.000,0.416,0.000,4704482
SKIRNE,2004,0.216,0.657,0.000,0.000,0.873,0.000,2138816
SKIRNE,2005,0.297,1.197,0.000,0.000,1.493,0.000,2138816
SKIRNE,2006,0.271,1.277,0.000,0.000,1.548,0.000,2138816
SKIRNE,2007,0.212,1.023,0.000,0.000,1.235,0.000,2138816
SKIRNE,2008,0.199,1.108,0.000,0.000,1.307,0.000,2138816
SKIRNE,2009,0.206,1.204,0.000,0.000,1.409,0.000,2138816
SKIRNE,2010,0.154,1.002,0.000,0.000,1.156,0.000,2138816
SKIRNE,2011,0.112,0.795,0.000,0.000,0.907,0.000,2138816
SKIRNE,2012,0.081,0.613,0.000,0.000,0.694,0.000,2138816
SKIRNE,2013,0.007,0.090,0.000,0.000,0.098,0.000,2138816
SLEIPNER VEST,1996,0.000,0.000,0.207,0.497,0.704,0.000,43457
SLEIPNER VEST,1997,0.000,0.442,0.780,2.262,3.485,0.000,43457
SLEIPNER VEST,1998,0.000,1.453,0.865,2.260,4.578,0.000,43457
SLEIPNER VEST,1999,0.000,3.100,1.084,2.379,6.563,0.000,43457
SLEIPNER VEST,2000,0.000,0.000,1.069,2.262,3.331,0.089,43457
SLEIPNER VEST,2001,0.000,0.000,1.363,2.150,3.514,0.113,43457
SLEIPNER VEST,2002,0.000,0.000,1.341,1.988,3.329,0.093,43457
SLEIPNER VEST,2003,0.000,0.000,1.049,1.792,2.841,0.122,43457
SLEIPNER VEST,2004,0.000,0.000,0.871,1.486,2.357,0.144,43457
SLEIPNER VEST,2005,0.000,0.000,0.867,1.778,2.645,0.160,43457
SLEIPNER VEST,2006,0.000,0.000,0.894,1.592,2.486,0.190,43457
SLEIPNER VEST,2007,0.000,0.000,0.867,1.599,2.466,0.215,43457
SLEIPNER VEST,2008,0.000,0.000,0.701,1.267,1.968,0.127,43457
SLEIPNER VEST,2009,0.000,0.006,0.819,1.241,2.066,0.122,43457
SLEIPNER VEST,2010,0.000,0.000,0.747,1.047,1.794,0.114,43457
SLEIPNER VEST,2011,0.000,0.000,0.952,1.455,2.408,0.142,43457
SLEIPNER VEST,2012,0.000,0.000,0.867,1.331,2.197,0.220,43457
SLEIPNER VEST,2013,0.000,0.000,0.125,0.185,0.310,0.057,43457
SLEIPNER ØST,1993,0.000,0.834,0.299,0.440,1.573,0.000,43478
SLEIPNER ØST,1994,0.000,3.952,1.784,2.383,8.119,0.000,43478
SLEIPNER ØST,1995,0.000,5.195,2.489,3.168,10.852,0.000,43478
SLEIPNER ØST,1996,0.000,7.625,2.548,3.195,13.369,0.000,43478
SLEIPNER ØST,1997,0.000,7.500,2.187,2.700,12.387,0.000,43478
SLEIPNER ØST,1998,0.000,7.198,2.102,2.586,11.886,0.000,43478
SLEIPNER ØST,1999,0.000,8.069,2.206,2.637,12.913,0.000,43478
SLEIPNER ØST,2000,0.000,11.806,1.854,2.113,15.773,0.047,43478
SLEIPNER ØST,2001,0.000,11.641,1.821,1.877,15.339,0.044,43478
SLEIPNER ØST,2002,0.000,13.481,1.734,1.529,16.743,0.096,43478
SLEIPNER ØST,2003,0.000,13.233,1.067,1.015,15.315,0.065,43478
SLEIPNER ØST,2004,0.000,12.692,0.896,0.720,14.308,0.055,43478
SLEIPNER ØST,2005,0.000,14.321,0.790,0.607,15.719,0.093,43478
SLEIPNER ØST,2006,0.000,13.215,0.693,0.467,14.375,0.211,43478
SLEIPNER ØST,2007,0.000,13.420,0.605,0.413,14.438,0.224,43478
SLEIPNER ØST,2008,0.000,11.335,0.481,0.309,12.125,0.154,43478
SLEIPNER ØST,2009,0.000,10.083,0.400,0.219,10.702,0.048,43478
SLEIPNER ØST,2010,0.000,8.088,0.308,0.144,8.540,0.031,43478
SLEIPNER ØST,2011,0.000,8.098,0.259,0.143,8.500,0.031,43478
SLEIPNER ØST,2012,0.000,6.897,0.207,0.091,7.195,0.033,43478
SLEIPNER ØST,2013,0.000,1.024,0.024,0.012,1.060,0.004,43478
SNORRE,1992,1.558,0.000,0.087,0.000,1.645,0.000,43718
SNORRE,1993,6.909,0.215,0.495,0.000,7.620,0.000,43718
SNORRE,1994,9.872,0.454,0.610,0.000,10.936,0.000,43718
SNORRE,1995,11.374,0.627,0.680,0.000,12.681,0.000,43718
SNORRE,1996,11.482,0.611,0.628,0.000,12.721,0.000,43718
SNORRE,1997,10.770,0.577,0.568,0.000,11.915,0.000,43718
SNORRE,1998,10.091,0.457,0.615,0.000,11.163,0.000,43718
SNORRE,1999,9.399,0.308,0.557,0.000,10.264,0.000,43718
SNORRE,2000,8.587,0.292,0.535,0.000,9.415,6.285,43718
SNORRE,2001,11.545,0.521,0.975,0.000,13.041,6.353,43718
SNORRE,2002,12.640,0.450,0.936,0.000,14.026,6.134,43718
SNORRE,2003,13.598,0.406,0.667,0.000,14.671,7.101,43718
SNORRE,2004,11.539,0.193,0.262,0.000,11.993,7.409,43718
SNORRE,2005,8.956,0.343,0.405,0.000,9.703,5.902,43718
SNORRE,2006,8.315,0.147,0.220,0.000,8.682,7.815,43718
SNORRE,2007,8.382,0.064,0.084,0.000,8.530,9.809,43718
SNORRE,2008,8.472,0.229,0.183,0.000,8.884,8.474,43718
SNORRE,2009,6.006,0.139,0.095,0.000,6.241,6.781,43718
SNORRE,2010,5.830,0.138,0.095,0.000,6.063,8.117,43718
SNORRE,2011,5.517,0.119,0.088,0.000,5.723,7.717,43718
SNORRE,2012,4.450,0.034,0.026,0.000,4.510,7.854,43718
SNORRE,2013,0.739,0.000,0.000,0.000,0.739,0.988,43718
SNØHVIT,2007,0.000,0.145,0.014,0.111,0.270,0.000,2053062
SNØHVIT,2008,0.000,2.355,0.247,0.506,3.108,0.000,2053062
SNØHVIT,2009,0.000,3.333,0.325,0.599,4.256,0.000,2053062
SNØHVIT,2010,0.000,4.999,0.472,0.842,6.313,0.000,2053062
SNØHVIT,2011,0.000,4.315,0.404,0.718,5.437,0.000,2053062
SNØHVIT,2012,0.000,4.651,0.430,0.771,5.852,0.000,2053062
SNØHVIT,2013,0.000,0.391,0.037,0.063,0.491,0.000,2053062
STATFJORD,1979,0.259,0.000,0.000,0.000,0.259,0.000,43658
STATFJORD,1980,3.429,0.000,0.000,0.000,3.429,0.000,43658
STATFJORD,1981,7.928,0.000,0.000,0.000,7.928,0.000,43658
STATFJORD,1982,11.397,0.000,0.000,0.000,11.397,0.000,43658
STATFJORD,1983,19.044,0.000,0.000,0.000,19.044,0.000,43658
STATFJORD,1984,22.437,0.000,0.000,0.000,22.437,0.000,43658
STATFJORD,1985,28.762,0.454,0.302,0.000,29.518,0.000,43658
STATFJORD,1986,34.281,3.010,1.653,0.000,38.944,0.000,43658
STATFJORD,1987,34.959,3.260,1.861,0.000,40.080,0.000,43658
STATFJORD,1988,34.586,3.203,1.795,0.000,39.583,0.000,43658
STATFJORD,1989,33.993,3.014,1.633,0.000,38.639,0.000,43658
STATFJORD,1990,33.314,2.972,1.606,0.000,37.892,0.000,43658
STATFJORD,1991,34.858,2.838,1.506,0.000,39.202,0.000,43658
STATFJORD,1992,36.989,2.981,1.531,0.000,41.502,0.000,43658
STATFJORD,1993,33.304,2.960,1.357,0.000,37.622,0.000,43658
STATFJORD,1994,31.731,3.144,1.391,0.000,36.266,0.000,43658
STATFJORD,1995,25.878,2.942,1.315,0.000,30.135,0.000,43658
STATFJORD,1996,21.609,3.236,1.510,0.000,26.356,0.000,43658
STATFJORD,1997,19.155,3.094,1.443,0.000,23.692,0.000,43658
STATFJORD,1998,16.596,2.512,1.207,0.000,20.314,0.000,43658
STATFJORD,1999,12.519,2.280,1.047,0.000,15.846,0.000,43658
STATFJORD,2000,10.886,1.552,0.722,0.000,13.159,34.503,43658
STATFJORD,2001,10.126,1.434,0.646,0.000,12.206,34.919,43658
STATFJORD,2002,8.872,1.514,0.626,0.000,11.011,34.071,43658
STATFJORD,2003,7.755,1.194,0.622,0.000,9.570,35.440,43658
STATFJORD,2004,6.970,2.009,0.652,0.067,9.699,33.689,43658
STATFJORD,2005,5.563,1.960,0.764,0.045,8.332,38.967,43658
STATFJORD,2006,4.259,1.948,0.981,0.016,7.204,31.578,43658
STATFJORD,2007,3.981,2.012,1.016,0.045,7.054,36.166,43658
STATFJORD,2008,3.177,3.023,1.304,0.116,7.621,32.242,43658
STATFJORD,2009,2.111,2.475,1.027,0.096,5.709,20.124,43658
STATFJORD,2010,1.999,2.293,0.884,0.080,5.256,17.978,43658
STATFJORD,2011,1.882,1.349,0.423,0.041,3.695,20.302,43658
STATFJORD,2012,1.541,1.330,0.553,0.039,3.464,21.174,43658
STATFJORD,2013,0.266,0.223,0.134,0.008,0.631,4.041,43658
STATFJORD NORD,1995,2.548,0.119,0.070,0.000,2.737,0.000,43679
STATFJORD NORD,1996,3.307,0.329,0.159,0.000,3.795,0.000,43679
STATFJORD NORD,1997,3.935,0.173,0.092,0.000,4.200,0.000,43679
STATFJORD NORD,1998,3.035,0.166,0.088,0.000,3.289,0.000,43679
STATFJORD NORD,1999,3.393,0.157,0.089,0.000,3.639,0.000,43679
STATFJORD NORD,2000,3.998,0.121,0.081,0.000,4.200,1.023,43679
STATFJORD NORD,2001,2.841,0.114,0.108,0.000,3.063,2.702,43679
STATFJORD NORD,2002,2.275,0.138,0.126,0.000,2.538,2.892,43679
STATFJORD NORD,2003,2.830,0.184,0.137,0.000,3.152,3.299,43679
STATFJORD NORD,2004,2.163,0.153,0.116,0.000,2.432,3.644,43679
STATFJORD NORD,2005,1.906,0.266,0.198,0.000,2.371,3.791,43679
STATFJORD NORD,2006,1.310,0.160,0.115,0.000,1.585,3.700,43679
STATFJORD NORD,2007,1.127,0.089,0.064,0.000,1.279,4.721,43679
STATFJORD NORD,2008,0.744,0.038,0.027,0.000,0.809,3.907,43679
STATFJORD NORD,2009,0.286,0.016,0.007,0.000,0.309,1.296,43679
STATFJORD NORD,2010,0.409,0.031,0.012,0.000,0.452,1.857,43679
STATFJORD NORD,2011,0.246,0.024,0.008,0.000,0.277,2.124,43679
STATFJORD NORD,2012,0.165,0.010,0.003,0.000,0.178,1.251,43679
STATFJORD NORD,2013,0.003,0.001,0.000,0.000,0.004,0.013,43679
STATFJORD ØST,1994,0.611,0.032,0.014,0.000,0.657,0.000,43672
STATFJORD ØST,1995,3.229,0.136,0.066,0.000,3.431,0.000,43672
STATFJORD ØST,1996,3.356,0.221,0.107,0.000,3.683,0.000,43672
STATFJORD ØST,1997,4.150,0.256,0.137,0.000,4.543,0.000,43672
STATFJORD ØST,1998,4.236,0.246,0.130,0.000,4.612,0.000,43672
STATFJORD ØST,1999,3.769,0.278,0.156,0.000,4.203,0.000,43672
STATFJORD ØST,2000,2.822,0.344,0.230,0.000,3.396,1.387,43672
STATFJORD ØST,2001,2.197,0.304,0.287,0.000,2.788,1.947,43672
STATFJORD ØST,2002,1.917,0.214,0.194,0.000,2.326,1.958,43672
STATFJORD ØST,2003,1.992,0.242,0.181,0.000,2.416,2.679,43672
STATFJORD ØST,2004,1.349,0.194,0.148,0.000,1.691,2.825,43672
STATFJORD ØST,2005,1.129,0.388,0.289,0.000,1.806,3.261,43672
STATFJORD ØST,2006,1.136,0.332,0.238,0.000,1.706,2.785,43672
STATFJORD ØST,2007,1.183,0.311,0.219,0.000,1.713,3.928,43672
STATFJORD ØST,2008,0.782,0.113,0.079,0.000,0.974,2.930,43672
STATFJORD ØST,2009,0.552,0.069,0.035,0.000,0.655,2.068,43672
STATFJORD ØST,2010,0.817,0.109,0.048,0.000,0.974,2.239,43672
STATFJORD ØST,2011,0.393,0.057,0.029,0.000,0.479,1.847,43672
STATFJORD ØST,2012,0.462,0.047,0.024,0.000,0.532,2.259,43672
STATFJORD ØST,2013,0.065,0.020,0.012,0.000,0.098,0.304,43672
SYGNA,2000,0.642,0.000,0.000,0.000,0.642,0.002,104718
SYGNA,2001,2.550,0.000,0.000,0.000,2.550,0.000,104718
SYGNA,2002,1.813,0.000,0.000,0.000,1.813,0.439,104718
SYGNA,2003,1.638,0.000,0.000,0.000,1.638,1.177,104718
SYGNA,2004,1.143,0.000,0.000,0.000,1.143,1.311,104718
SYGNA,2005,0.691,0.000,0.000,0.000,0.691,1.793,104718
SYGNA,2006,0.413,0.000,0.000,0.000,0.413,1.603,104718
SYGNA,2007,0.377,0.000,0.000,0.000,0.377,1.946,104718
SYGNA,2008,0.298,0.000,0.000,0.000,0.298,2.095,104718
SYGNA,2009,0.130,0.000,0.000,0.000,0.130,1.141,104718
SYGNA,2010,0.054,0.000,0.000,0.000,0.054,0.327,104718
SYGNA,2011,0.063,0.000,0.000,0.000,0.063,0.219,104718
SYGNA,2012,0.051,0.000,0.000,0.000,0.051,0.136,104718
TAMBAR,2001,0.535,0.000,0.025,0.000,0.560,0.003,1028599
TAMBAR,2002,1.726,0.000,0.087,0.000,1.814,0.005,1028599
TAMBAR,2003,1.463,0.000,0.072,0.000,1.535,0.005,1028599
TAMBAR,2004,0.884,0.000,0.046,0.000,0.930,0.004,1028599
TAMBAR,2005,1.240,0.000,0.070,0.000,1.310,0.010,1028599
TAMBAR,2006,0.936,0.000,0.056,0.000,0.991,0.005,1028599
TAMBAR,2007,0.650,0.000,0.037,0.000,0.686,0.019,1028599
TAMBAR,2008,0.591,0.000,0.037,0.000,0.629,0.027,1028599
TAMBAR,2009,0.341,0.000,0.016,0.000,0.357,0.004,1028599
TAMBAR,2010,0.285,0.000,0.013,0.000,0.298,0.003,1028599
TAMBAR,2011,0.290,0.000,0.011,0.000,0.302,0.003,1028599
TAMBAR,2012,0.226,0.000,0.009,0.000,0.235,0.002,1028599
TAMBAR,2013,0.049,0.000,0.002,0.000,0.052,0.000,1028599
TOMMELITEN GAMMA,1988,0.204,0.255,0.041,0.000,0.500,0.000,43444
TOMMELITEN GAMMA,1989,0.785,1.086,0.170,0.000,2.041,0.000,43444
TOMMELITEN GAMMA,1990,0.691,1.250,0.184,0.000,2.125,0.000,43444
TOMMELITEN GAMMA,1991,0.467,1.001,0.124,0.000,1.591,0.000,43444
TOMMELITEN GAMMA,1992,0.437,1.171,0.124,0.000,1.732,0.000,43444
TOMMELITEN GAMMA,1993,0.396,1.298,0.140,0.000,1.834,0.000,43444
TOMMELITEN GAMMA,1994,0.270,0.993,0.109,0.000,1.372,0.000,43444
TOMMELITEN GAMMA,1995,0.224,0.876,0.095,0.000,1.195,0.000,43444
TOMMELITEN GAMMA,1996,0.189,0.788,0.083,0.000,1.061,0.000,43444
TOMMELITEN GAMMA,1997,0.141,0.648,0.072,0.000,0.862,0.000,43444
TOMMELITEN GAMMA,1998,0.069,0.327,0.039,0.000,0.435,0.000,43444
TOR,1978,1.207,0.341,0.000,0.000,1.548,0.000,43520
TOR,1979,4.526,1.157,0.140,0.000,5.823,0.000,43520
TOR,1980,3.590,1.288,0.278,0.000,5.155,0.000,43520
TOR,1981,1.884,1.177,0.229,0.000,3.290,0.000,43520
TOR,1982,1.531,1.342,0.272,0.000,3.145,0.000,43520
TOR,1983,0.968,1.087,0.255,0.000,2.310,0.000,43520
TOR,1984,0.867,0.936,0.217,0.000,2.020,0.000,43520
TOR,1985,0.824,0.779,0.201,0.000,1.805,0.000,43520
TOR,1986,0.625,0.464,0.117,0.000,1.205,0.000,43520
TOR,1987,0.477,0.343,0.089,0.000,0.909,0.000,43520
TOR,1988,0.483,0.318,0.096,0.000,0.897,0.000,43520
TOR,1989,0.510,0.312,0.089,0.000,0.912,0.000,43520
TOR,1990,0.473,0.242,0.068,0.000,0.783,0.000,43520
TOR,1991,0.346,0.161,0.038,0.000,0.545,0.000,43520
TOR,1992,0.362,0.144,0.031,0.000,0.538,0.000,43520
TOR,1993,0.346,0.095,0.022,0.000,0.463,0.000,43520
TOR,1994,0.339,0.074,0.019,0.000,0.432,0.000,43520
TOR,1995,0.339,0.067,0.018,0.000,0.424,0.000,43520
TOR,1996,0.359,0.063,0.017,0.000,0.439,0.000,43520
TOR,1997,0.347,0.057,0.017,0.000,0.421,0.000,43520
TOR,1998,0.231,0.036,0.011,0.000,0.278,0.000,43520
TOR,1999,0.221,0.037,0.011,0.000,0.269,0.000,43520
TOR,2000,0.256,0.041,0.011,0.000,0.307,0.469,43520
TOR,2001,0.257,0.035,0.010,0.000,0.301,0.715,43520
TOR,2002,0.214,0.025,0.008,0.000,0.247,0.379,43520
TOR,2003,0.163,0.017,0.007,0.000,0.187,0.316,43520
TOR,2004,0.197,0.021,0.008,0.000,0.227,0.177,43520
TOR,2005,0.180,0.020,0.008,0.000,0.208,0.037,43520
TOR,2006,0.164,0.024,0.009,0.000,0.197,0.031,43520
TOR,2007,0.315,0.054,0.016,0.000,0.385,0.187,43520
TOR,2008,0.307,0.033,0.013,0.000,0.353,0.391,43520
TOR,2009,0.292,0.024,0.010,0.000,0.326,0.377,43520
TOR,2010,0.237,0.014,0.007,0.000,0.258,0.224,43520
TOR,2011,0.219,0.008,0.005,0.000,0.232,0.264,43520
TOR,2012,0.223,0.007,0.005,0.000,0.236,0.158,43520
TOR,2013,0.033,0.001,0.001,0.000,0.035,0.032,43520
TORDIS,1994,1.555,0.093,0.041,0.000,1.689,0.000,43725
TORDIS,1995,4.146,0.278,0.171,0.000,4.594,0.000,43725
TORDIS,1996,4.504,0.364,0.199,0.000,5.067,0.000,43725
TORDIS,1997,4.122,0.390,0.197,0.000,4.709,0.000,43725
TORDIS,1998,3.970,0.320,0.196,0.000,4.486,0.000,43725
TORDIS,1999,4.420,0.338,0.216,0.000,4.975,0.000,43725
TORDIS,2000,3.994,0.304,0.199,0.000,4.497,1.232,43725
TORDIS,2001,4.754,0.336,0.323,0.000,5.413,1.103,43725
TORDIS,2002,4.616,0.317,0.319,0.000,5.251,1.303,43725
TORDIS,2003,4.115,0.329,0.261,0.000,4.705,1.624,43725
TORDIS,2004,3.686,0.281,0.215,0.000,4.182,2.274,43725
TORDIS,2005,3.026,0.247,0.190,0.000,3.463,2.438,43725
TORDIS,2006,1.668,0.107,0.089,0.000,1.864,2.821,43725
TORDIS,2007,2.430,0.092,0.076,0.000,2.598,3.047,43725
TORDIS,2008,1.609,0.002,0.002,0.000,1.613,4.494,43725
TORDIS,2009,1.095,0.005,0.005,0.000,1.105,3.301,43725
TORDIS,2010,0.736,0.000,0.000,0.000,0.736,1.642,43725
TORDIS,2011,0.590,0.408,0.340,0.000,1.339,1.025,43725
TORDIS,2012,0.223,0.018,0.015,0.000,0.256,0.396,43725
TORDIS,2013,0.073,0.006,0.005,0.000,0.083,0.059,43725
TROLL,1990,1.051,0.000,0.000,0.000,1.051,0.000,46437
TROLL,1991,0.176,0.000,0.000,0.000,0.176,0.000,46437
TROLL,1992,0.063,0.000,0.000,0.000,0.063,0.000,46437
TROLL,1993,0.060,0.000,0.000,0.000,0.060,0.000,46437
TROLL,1994,0.061,0.000,0.000,0.000,0.061,0.000,46437
TROLL,1995,2.856,0.000,0.000,0.000,2.856,0.000,46437
TROLL,1996,13.324,5.507,0.000,0.000,18.831,0.000,46437
TROLL,1997,14.767,14.317,0.000,0.000,29.084,0.000,46437
TROLL,1998,13.254,19.954,0.000,0.000,33.208,0.000,46437
TROLL,1999,12.909,25.461,0.000,0.218,38.588,0.000,46437
TROLL,2000,18.362,24.666,0.000,0.750,43.778,15.812,46437
TROLL,2001,19.503,21.433,0.000,0.639,41.576,18.490,46437
TROLL,2002,21.194,25.581,0.000,0.768,47.543,18.918,46437
TROLL,2003,20.821,26.169,0.000,1.512,48.502,21.917,46437
TROLL,2004,17.764,26.362,0.282,0.450,44.857,23.636,46437
TROLL,2005,14.093,28.340,1.310,0.000,43.742,22.594,46437
TROLL,2006,10.820,30.701,1.400,0.000,42.921,21.258,46437
TROLL,2007,9.426,35.780,1.369,0.000,46.574,21.661,46437
TROLL,2008,8.168,29.739,1.075,0.000,38.982,21.539,46437
TROLL,2009,7.849,24.401,1.065,0.000,33.316,20.957,46437
TROLL,2010,6.870,28.556,1.072,0.000,36.498,19.984,46437
TROLL,2011,7.264,24.796,0.930,0.000,32.989,19.843,46437
TROLL,2012,7.100,34.407,1.411,0.000,42.918,18.964,46437
TROLL,2013,1.091,5.975,0.237,0.000,7.303,1.590,46437
TRYM,2011,0.330,0.453,0.000,0.000,0.783,0.000,18081500
TRYM,2012,0.374,0.627,0.000,0.000,1.001,0.000,18081500
TRYM,2013,0.059,0.115,0.000,0.000,0.175,0.000,18081500
TUNE,2002,0.018,0.044,0.001,0.000,0.063,0.000,853376
TUNE,2003,1.139,3.332,0.042,0.000,4.513,0.048,853376
TUNE,2004,0.958,3.972,0.046,0.000,4.976,0.041,853376
TUNE,2005,0.506,3.118,0.034,0.000,3.658,0.032,853376
TUNE,2006,0.287,2.557,0.027,0.000,2.871,0.015,853376
TUNE,2007,0.165,1.801,0.020,0.000,1.985,0.027,853376
TUNE,2008,0.099,1.273,0.021,0.000,1.392,0.098,853376
TUNE,2009,0.225,2.112,0.036,0.000,2.373,0.024,853376
TUNE,2010,0.141,1.187,0.023,0.000,1.352,0.006,853376
TUNE,2011,0.092,0.870,0.017,0.000,0.979,0.007,853376
TUNE,2012,0.083,0.687,0.013,0.000,0.783,0.013,853376
TUNE,2013,0.008,0.071,0.001,0.000,0.080,0.001,853376
TYRIHANS,2009,1.596,0.343,0.145,0.000,2.084,0.001,3960848
TYRIHANS,2010,4.056,0.062,0.028,0.000,4.145,0.000,3960848
TYRIHANS,2011,5.121,0.270,0.125,0.000,5.516,0.000,3960848
TYRIHANS,2012,5.148,0.037,0.019,0.000,5.203,0.237,3960848
TYRIHANS,2013,0.624,0.013,0.006,0.000,0.644,0.040,3960848
ULA,1986,0.847,0.038,0.066,0.000,0.951,0.000,43800
ULA,1987,4.581,0.320,0.397,0.000,5.298,0.000,43800
ULA,1988,5.062,0.361,0.502,0.000,5.926,0.000,43800
ULA,1989,5.056,0.348,0.493,0.000,5.897,0.000,43800
ULA,1990,5.505,0.376,0.515,0.000,6.395,0.000,43800
ULA,1991,6.783,0.424,0.530,0.000,7.737,0.000,43800
ULA,1992,7.317,0.457,0.531,0.000,8.305,0.000,43800
ULA,1993,7.346,0.472,0.517,0.000,8.335,0.000,43800
ULA,1994,5.458,0.349,0.373,0.000,6.179,0.000,43800
ULA,1995,3.799,0.235,0.254,0.000,4.287,0.000,43800
ULA,1996,2.715,0.165,0.162,0.000,3.042,0.000,43800
ULA,1997,2.222,0.147,0.128,0.000,2.496,0.000,43800
ULA,1998,1.697,0.022,0.074,0.000,1.793,0.000,43800
ULA,1999,1.457,0.000,0.051,0.000,1.508,0.000,43800
ULA,2000,1.178,0.000,0.043,0.000,1.221,4.338,43800
ULA,2001,1.323,0.006,0.069,0.000,1.399,4.070,43800
ULA,2002,1.241,0.046,0.092,0.000,1.379,3.009,43800
ULA,2003,1.071,0.050,0.084,0.000,1.205,3.129,43800
ULA,2004,1.034,0.028,0.066,0.000,1.127,3.662,43800
ULA,2005,1.085,0.000,0.074,0.000,1.159,3.068,43800
ULA,2006,0.988,0.000,0.064,0.000,1.052,1.799,43800
ULA,2007,0.805,0.007,0.045,0.000,0.856,1.849,43800
ULA,2008,0.549,0.001,0.024,0.000,0.574,0.787,43800
ULA,2009,0.747,0.001,0.033,0.000,0.782,0.687,43800
ULA,2010,1.101,0.000,0.053,0.000,1.154,1.776,43800
ULA,2011,0.739,0.000,0.027,0.000,0.766,1.686,43800
ULA,2012,0.529,0.000,0.021,0.000,0.550,1.796,43800
ULA,2013,0.119,0.000,0.005,0.000,0.124,0.117,43800
URD,2005,0.191,0.011,0.003,0.000,0.205,0.000,2834734
URD,2006,2.045,0.069,0.018,0.000,2.132,0.351,2834734
URD,2007,0.846,0.032,0.008,0.000,0.886,0.527,2834734
URD,2008,0.510,0.021,0.006,0.000,0.537,0.494,2834734
URD,2009,0.363,0.007,0.002,0.000,0.372,0.401,2834734
URD,2010,0.414,0.003,0.001,0.000,0.418,0.736,2834734
URD,2011,0.314,0.002,0.000,0.000,0.316,0.581,2834734
URD,2012,0.325,0.003,0.001,0.000,0.329,0.694,2834734
URD,2013,0.046,0.000,0.000,0.000,0.046,0.153,2834734
VALE,2002,0.054,0.000,0.000,0.000,0.054,0.000,1578893
VALE,2003,0.153,0.119,0.000,0.000,0.272,0.000,1578893
VALE,2004,0.160,0.132,0.000,0.000,0.292,0.000,1578893
VALE,2005,0.077,0.062,0.000,0.000,0.139,0.000,1578893
VALE,2006,0.178,0.146,0.000,0.000,0.324,0.000,1578893
VALE,2007,0.173,0.136,0.000,0.000,0.310,0.000,1578893
VALE,2008,0.204,0.173,0.000,0.000,0.376,0.000,1578893
VALE,2009,0.183,0.156,0.000,0.000,0.339,0.000,1578893
VALE,2010,0.008,0.009,0.000,0.000,0.017,0.000,1578893
VALE,2011,0.016,0.015,0.000,0.000,0.031,0.000,1578893
VALE,2012,0.125,0.121,0.000,0.000,0.246,0.000,1578893
VALE,2013,0.029,0.033,0.000,0.000,0.062,0.000,1578893
VALHALL,1982,0.085,0.000,0.002,0.000,0.087,0.000,43548
VALHALL,1983,0.967,0.101,0.067,0.000,1.135,0.000,43548
VALHALL,1984,2.843,0.513,0.242,0.000,3.598,0.000,43548
VALHALL,1985,2.781,0.468,0.313,0.000,3.562,0.000,43548
VALHALL,1986,2.538,0.430,0.277,0.000,3.245,0.000,43548
VALHALL,1987,3.478,0.622,0.336,0.000,4.436,0.000,43548
VALHALL,1988,3.699,0.709,0.334,0.000,4.743,0.000,43548
VALHALL,1989,4.239,0.842,0.376,0.000,5.457,0.000,43548
VALHALL,1990,4.156,0.919,0.375,0.000,5.450,0.000,43548
VALHALL,1991,3.744,0.818,0.249,0.000,4.811,0.000,43548
VALHALL,1992,4.046,0.928,0.228,0.000,5.202,0.000,43548
VALHALL,1993,3.537,0.800,0.191,0.000,4.527,0.000,43548
VALHALL,1994,3.155,0.667,0.165,0.000,3.988,0.000,43548
VALHALL,1995,3.490,0.788,0.191,0.000,4.468,0.000,43548
VALHALL,1996,4.035,0.880,0.227,0.000,5.141,0.000,43548
VALHALL,1997,4.527,0.940,0.251,0.000,5.718,0.000,43548
VALHALL,1998,5.168,0.965,0.241,0.000,6.375,0.000,43548
VALHALL,1999,5.310,1.036,0.258,0.000,6.605,0.000,43548
VALHALL,2000,4.578,0.889,0.222,0.000,5.689,0.203,43548
VALHALL,2001,4.363,0.882,0.213,0.000,5.458,0.267,43548
VALHALL,2002,4.181,0.875,0.200,0.000,5.255,0.334,43548
VALHALL,2003,4.155,0.632,0.197,0.000,4.984,0.344,43548
VALHALL,2004,4.773,0.968,0.234,0.000,5.974,0.517,43548
VALHALL,2005,4.830,0.956,0.232,0.000,6.018,0.577,43548
VALHALL,2006,4.041,0.772,0.210,0.000,5.024,0.844,43548
VALHALL,2007,3.411,0.608,0.166,0.000,4.185,0.693,43548
VALHALL,2008,2.811,0.486,0.144,0.000,3.441,0.709,43548
VALHALL,2009,2.266,0.349,0.112,0.000,2.727,0.406,43548
VALHALL,2010,2.090,0.338,0.104,0.000,2.532,0.395,43548
VALHALL,2011,1.642,0.250,0.074,0.000,1.966,0.351,43548
VALHALL,2012,0.964,0.134,0.043,0.000,1.142,0.296,43548
VALHALL,2013,0.056,0.000,0.001,0.000,0.057,0.001,43548
VARG,1998,0.010,0.000,0.000,0.000,0.010,0.000,43451
VARG,1999,1.743,0.000,0.000,0.000,1.743,0.000,43451
VARG,2000,1.738,0.000,0.000,0.000,1.738,0.296,43451
VARG,2001,1.185,0.000,0.000,0.000,1.185,1.067,43451
