prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
195,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,40.00000,NULL,22372,430,9999-12-31,2013-05-08
195,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,40.00000,NULL,22372,4524355,9999-12-31,2013-05-08
195,2003-03-11,FROM,TRANSFER,Norsk Hydro Produksjon AS,25.00000,NULL,22372,430,9999-12-31,2013-05-08
195,2003-03-11,TO,TRANSFER,RWE Dea Norge AS,25.00000,NULL,22372,97557,9999-12-31,2013-05-08
195,2003-02-11,FROM,TRANSFER,BP Norge AS,20.00000,NULL,22372,2052695,9999-12-31,2013-05-08
195,2003-02-11,FROM,TRANSFER,Norske Conoco A/S,15.00000,NULL,22372,221,9999-12-31,2013-05-08
195,2003-02-11,TO,TRANSFER,Norsk Hydro Produksjon AS,35.00000,NULL,22372,430,9999-12-31,2013-05-08
195,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,20.00000,NULL,22372,982372,9999-12-31,2013-05-08
195,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,20.00000,NULL,22372,2052695,9999-12-31,2013-05-08
195,2001-06-17,FROM,SDFI,SDØE,35.00000,NULL,22372,1623450,9999-12-31,2013-05-08
195,2001-06-17,TO,SDFI,Petoro AS,35.00000,NULL,22372,1626839,9999-12-31,2013-05-08
195,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,35.00000,NULL,22372,749,9999-12-31,2013-05-08
195,2001-05-10,TO,SDFI,SDØE,35.00000,NULL,22372,1623450,9999-12-31,2013-05-08
195,1999-12-23,FROM,MERGER/TAKEOVER,BP Petroleum Dev. of Norway AS,20.00000,NULL,22372,155,9999-12-31,2013-05-08
195,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,20.00000,NULL,22372,982372,9999-12-31,2013-05-08
195,1998-12-29,FROM,MERGER/TAKEOVER,BP Petroleum Dev. of Norway AS,5.00000,NULL,22372,155,9999-12-31,2013-05-08
195,1998-12-29,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,5.00000,NULL,22372,430,9999-12-31,2013-05-08
195,1997-01-01,FROM,UNKNOWN,Den norske stats oljeselskap a.s,10.00000,NULL,22372,749,9999-12-31,2013-05-08
195,1997-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,10.00000,NULL,22372,430,9999-12-31,2013-05-08
195 B,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,3812021,4511658,9999-12-31,2013-05-08
195 B,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,40.00000,NULL,3812021,17237817,9999-12-31,2013-05-08
195 B,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,40.00000,NULL,3812021,4524355,9999-12-31,2013-05-08
195 B,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,3812021,4511658,9999-12-31,2013-05-08
195 B,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,40.00000,NULL,3812021,430,9999-12-31,2013-05-08
195 B,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,40.00000,NULL,3812021,4524355,9999-12-31,2013-05-08
196,2001-09-10,FROM,TRANSFER,Statoil ASA (old),50.00000,NULL,22380,1622484,9999-12-31,2013-05-08
196,2001-09-10,FROM,TRANSFER,Petoro AS,25.00000,NULL,22380,1626839,9999-12-31,2013-05-08
196,2001-09-10,FROM,TRANSFER,Norsk Hydro Produksjon AS,15.00000,NULL,22380,430,9999-12-31,2013-05-08
196,2001-09-10,TO,TRANSFER,Idemitsu Petroleum Norge AS,90.00000,NULL,22380,441,9999-12-31,2013-05-08
196,2001-06-17,FROM,SDFI,SDØE,25.00000,NULL,22380,1623450,9999-12-31,2013-05-08
196,2001-06-17,TO,SDFI,Petoro AS,25.00000,NULL,22380,1626839,9999-12-31,2013-05-08
196,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,75.00000,NULL,22380,749,9999-12-31,2013-05-08
196,2001-05-10,TO,SDFI,Statoil ASA (old),50.00000,NULL,22380,1622484,9999-12-31,2013-05-08
196,2001-05-10,TO,SDFI,SDØE,25.00000,NULL,22380,1623450,9999-12-31,2013-05-08
196,1997-01-01,FROM,UNKNOWN,Norsk Hydro Produksjon AS,5.00000,NULL,22380,430,9999-12-31,2013-05-08
196,1997-01-01,FROM,UNKNOWN,BP Petroleum Dev. of Norway AS,25.00000,NULL,22380,155,9999-12-31,2013-05-08
196,1997-01-01,TO,UNKNOWN,Den norske stats oljeselskap a.s,30.00000,NULL,22380,749,9999-12-31,2013-05-08
197,2002-01-01,FROM,TRANSFER,Esso Exploration and Production Norway A/S,35.00000,NULL,22388,353,9999-12-31,2013-05-08
197,2002-01-01,TO,TRANSFER,Amerada Hess Norge AS,35.00000,NULL,22388,67,9999-12-31,2013-05-08
197,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22388,1623450,9999-12-31,2013-05-08
197,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22388,1622484,9999-12-31,2013-05-08
197,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22388,749,9999-12-31,2013-05-08
197,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22388,1623450,9999-12-31,2013-05-08
197,2001-04-23,FROM,TRANSFER,Amerada Hess Norge AS,35.00000,NULL,22388,67,9999-12-31,2013-05-08
197,2001-04-23,TO,TRANSFER,Esso Exploration and Production Norway A/S,35.00000,NULL,22388,353,9999-12-31,2013-05-08
197,1996-06-01,FROM,UNKNOWN,Amoco Norway AS,15.00000,NULL,22388,89,9999-12-31,2013-05-08
197,1996-06-01,FROM,UNKNOWN,Norske Conoco A/S,25.00000,NULL,22388,221,9999-12-31,2013-05-08
197,1996-06-01,FROM,UNKNOWN,Den norske stats oljeselskap a.s,15.00000,NULL,22388,749,9999-12-31,2013-05-08
197,1996-06-01,TO,UNKNOWN,Amerada Hess Norge AS,55.00000,NULL,22388,67,9999-12-31,2013-05-08
199,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,52.00000,NULL,22404,4511658,9999-12-31,2013-05-08
199,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,52.00000,NULL,22404,17237817,9999-12-31,2013-05-08
199,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,52.00000,NULL,22404,4511854,9999-12-31,2013-05-08
199,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,52.00000,NULL,22404,4511658,9999-12-31,2013-05-08
199,2008-01-02,FROM,TRANSFER,Mobil Development Norway AS,15.00000,NULL,22404,474,9999-12-31,2013-05-08
199,2008-01-02,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,15.00000,NULL,22404,2835212,9999-12-31,2013-05-08
199,2008-01-01,FROM,TRANSFER,StatoilHydro Petroleum AS,14.00000,NULL,22404,4511658,9999-12-31,2013-05-08
199,2008-01-01,TO,TRANSFER,StatoilHydro ASA,14.00000,NULL,22404,4511854,9999-12-31,2013-05-08
199,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),38.00000,NULL,22404,1622484,9999-12-31,2013-05-08
199,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,14.00000,NULL,22404,4524355,9999-12-31,2013-05-08
199,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,38.00000,NULL,22404,4511854,9999-12-31,2013-05-08
199,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,14.00000,NULL,22404,4511658,9999-12-31,2013-05-08
199,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,14.00000,NULL,22404,430,9999-12-31,2013-05-08
199,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,14.00000,NULL,22404,4524355,9999-12-31,2013-05-08
199,2004-01-02,FROM,TRANSFER,Statoil ASA (old),6.00000,NULL,22404,1622484,9999-12-31,2013-05-08
199,2004-01-02,TO,TRANSFER,Total E&P Norge AS,6.00000,NULL,22404,2410708,9999-12-31,2013-05-08
199,2004-01-01,FROM,TRANSFER,Statoil ASA (old),2.00000,NULL,22404,1622484,9999-12-31,2013-05-08
199,2004-01-01,TO,TRANSFER,Norsk Hydro Produksjon AS,2.00000,NULL,22404,430,9999-12-31,2013-05-08
199,2001-06-17,FROM,SDFI,SDØE,27.00000,NULL,22404,1623450,9999-12-31,2013-05-08
199,2001-06-17,TO,SDFI,Petoro AS,27.00000,NULL,22404,1626839,9999-12-31,2013-05-08
199,2001-06-01,FROM,TRANSFER,SDØE,18.00000,NULL,22404,1623450,9999-12-31,2013-05-08
199,2001-06-01,TO,TRANSFER,Statoil ASA (old),18.00000,NULL,22404,1622484,9999-12-31,2013-05-08
199,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,73.00000,NULL,22404,749,9999-12-31,2013-05-08
199,2001-05-10,TO,SDFI,Statoil ASA (old),28.00000,NULL,22404,1622484,9999-12-31,2013-05-08
199,2001-05-10,TO,SDFI,SDØE,45.00000,NULL,22404,1623450,9999-12-31,2013-05-08
199,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,12.00000,NULL,22404,716,9999-12-31,2013-05-08
199,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,12.00000,NULL,22404,430,9999-12-31,2013-05-08
199,1999-12-11,FROM,TRANSFER,Saga Petroleum ASA,13.00000,NULL,22404,716,9999-12-31,2013-05-08
199,1999-12-11,TO,TRANSFER,Den norske stats oljeselskap a.s,13.00000,NULL,22404,749,9999-12-31,2013-05-08
200,2003-05-06,FROM,CHANGE OF COMPANY NAME,Phillips Petroleum Norsk AS,20.00000,NULL,22412,705,9999-12-31,2013-05-08
200,2003-05-06,TO,CHANGE OF COMPANY NAME,ConocoPhillips Skandinavia AS,20.00000,NULL,22412,2410696,9999-12-31,2013-05-08
200,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,15.00000,NULL,22412,982372,9999-12-31,2013-05-08
200,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,15.00000,NULL,22412,2052695,9999-12-31,2013-05-08
200,2001-06-01,FROM,TRANSFER,SDØE,40.00000,NULL,22412,1623450,9999-12-31,2013-05-08
200,2001-06-01,TO,TRANSFER,Statoil ASA (old),40.00000,NULL,22412,1622484,9999-12-31,2013-05-08
200,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,65.00000,NULL,22412,749,9999-12-31,2013-05-08
200,2001-05-10,TO,SDFI,Statoil ASA (old),25.00000,NULL,22412,1622484,9999-12-31,2013-05-08
200,2001-05-10,TO,SDFI,SDØE,40.00000,NULL,22412,1623450,9999-12-31,2013-05-08
200,2000-06-22,FROM,TRANSFER,Fortum Petroleum AS,15.00000,NULL,22412,102714,9999-12-31,2013-05-08
200,2000-06-22,TO,TRANSFER,BP Amoco Norge AS,15.00000,NULL,22412,982372,9999-12-31,2013-05-08
200,1999-04-13,FROM,CHANGE OF COMPANY NAME,Neste Petroleum AS,15.00000,NULL,22412,496,9999-12-31,2013-05-08
200,1999-04-13,TO,CHANGE OF COMPANY NAME,Fortum Petroleum AS,15.00000,NULL,22412,102714,9999-12-31,2013-05-08
201,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,33.33000,NULL,22420,4511658,9999-12-31,2013-05-08
201,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,33.33000,NULL,22420,17237817,9999-12-31,2013-05-08
201,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,33.33000,NULL,22420,4511854,9999-12-31,2013-05-08
201,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,33.33000,NULL,22420,4511658,9999-12-31,2013-05-08
201,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),33.33000,NULL,22420,1622484,9999-12-31,2013-05-08
201,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,33.33000,NULL,22420,4511854,9999-12-31,2013-05-08
201,2003-12-31,FROM,MERGER/TAKEOVER,Norsk Agip  AS,51.67000,NULL,22420,45,9999-12-31,2013-05-08
201,2003-12-31,TO,MERGER/TAKEOVER,Eni Norge AS,51.67000,NULL,22420,2388594,9999-12-31,2013-05-08
201,2003-07-01,FROM,TRANSFER,Enterprise Oil Norge AS,25.00000,NULL,22420,1853786,9999-12-31,2013-05-08
201,2003-07-01,TO,TRANSFER,Norsk Agip  AS,16.67000,NULL,22420,45,9999-12-31,2013-05-08
201,2003-07-01,TO,TRANSFER,Statoil ASA (old),8.33000,NULL,22420,1622484,9999-12-31,2013-05-08
201,2003-03-04,FROM,CHANGE OF COMPANY NAME,Fortum Petroleum AS,15.00000,NULL,22420,102714,9999-12-31,2013-05-08
201,2003-03-04,TO,CHANGE OF COMPANY NAME,Eni Norge AS,15.00000,NULL,22420,2388594,9999-12-31,2013-05-08
201,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,25.00000,NULL,22420,342,9999-12-31,2013-05-08
201,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,25.00000,NULL,22420,1853786,9999-12-31,2013-05-08
201,2001-06-01,FROM,TRANSFER,SDØE,25.00000,NULL,22420,1623450,9999-12-31,2013-05-08
201,2001-06-01,TO,TRANSFER,Statoil ASA (old),25.00000,NULL,22420,1622484,9999-12-31,2013-05-08
201,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,25.00000,NULL,22420,749,9999-12-31,2013-05-08
201,2001-05-10,TO,SDFI,SDØE,25.00000,NULL,22420,1623450,9999-12-31,2013-05-08
201,1999-04-13,FROM,CHANGE OF COMPANY NAME,Neste Petroleum AS,15.00000,NULL,22420,496,9999-12-31,2013-05-08
201,1999-04-13,TO,CHANGE OF COMPANY NAME,Fortum Petroleum AS,15.00000,NULL,22420,102714,9999-12-31,2013-05-08
201,1997-03-13,FROM,UNKNOWN,Den norske stats oljeselskap a.s,15.00000,NULL,22420,749,9999-12-31,2013-05-08
201,1997-03-13,TO,UNKNOWN,Neste Petroleum AS,5.00000,NULL,22420,496,9999-12-31,2013-05-08
201,1997-03-13,TO,UNKNOWN,Enterprise Oil Norwegian AS,5.00000,NULL,22420,342,9999-12-31,2013-05-08
201,1997-03-13,TO,UNKNOWN,Norsk Agip  AS,5.00000,NULL,22420,45,9999-12-31,2013-05-08
202,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,4705176,1622484,9999-12-31,2013-05-08
202,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,30.00000,NULL,4705176,4524355,9999-12-31,2013-05-08
202,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,4705176,4511658,9999-12-31,2013-05-08
202,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,4705176,4511854,9999-12-31,2013-05-08
202,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,30.00000,NULL,4705176,430,9999-12-31,2013-05-08
202,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,30.00000,NULL,4705176,4524355,9999-12-31,2013-05-08
202,2004-01-01,FROM,TRANSFER,Amerada Hess Norge AS,25.00000,NULL,4705176,67,9999-12-31,2013-05-08
202,2004-01-01,TO,TRANSFER,Statoil ASA (old),15.00000,NULL,4705176,1622484,9999-12-31,2013-05-08
202,2004-01-01,TO,TRANSFER,Norsk Hydro Produksjon AS,10.00000,NULL,4705176,430,9999-12-31,2013-05-08
202,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,4705176,1623450,9999-12-31,2013-05-08
202,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,4705176,1622484,9999-12-31,2013-05-08
202,2001-05-10,FROM,CHANGE OF COMPANY NAME,Den norske stats oljeselskap a.s,25.00000,NULL,4705176,749,9999-12-31,2013-05-08
202,2001-05-10,TO,CHANGE OF COMPANY NAME,Statoil ASA (old),25.00000,NULL,4705176,1622484,9999-12-31,2013-05-08
202,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,20.00000,NULL,4705176,716,9999-12-31,2013-05-08
202,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,20.00000,NULL,4705176,430,9999-12-31,2013-05-08
203,2011-07-04,FROM,CHANGE OF COMPANY NAME,Marathon Petroleum Norge AS,65.00000,NULL,22436,463,9999-12-31,2013-05-08
203,2011-07-04,TO,CHANGE OF COMPANY NAME,Marathon Oil Norge AS,65.00000,NULL,22436,20485291,9999-12-31,2013-05-08
203,2007-01-01,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,20.00000,NULL,22436,2399056,9999-12-31,2013-05-08
203,2007-01-01,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,20.00000,NULL,22436,2410696,9999-12-31,2013-05-08
203,2004-01-01,FROM,TRANSFER,Det Norske Oljeselskap AS,15.00000,NULL,22436,1340609,9999-12-31,2013-05-08
203,2004-01-01,TO,TRANSFER,Lundin Norway AS,15.00000,NULL,22436,2767314,9999-12-31,2013-05-08
203,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,20.00000,NULL,22436,221,9999-12-31,2013-05-08
203,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,20.00000,NULL,22436,2399056,9999-12-31,2013-05-08
203,2002-06-14,FROM,TRANSFER,Norsk Hydro Produksjon AS,35.00000,NULL,22436,430,9999-12-31,2013-05-08
203,2002-06-14,TO,TRANSFER,Marathon Petroleum Norge AS,35.00000,NULL,22436,463,9999-12-31,2013-05-08
203,2002-03-19,FROM,TRANSFER,Petoro AS,30.00000,NULL,22436,1626839,9999-12-31,2013-05-08
203,2002-03-19,TO,TRANSFER,Marathon Petroleum Norge AS,30.00000,NULL,22436,463,9999-12-31,2013-05-08
203,2001-06-17,FROM,SDFI,SDØE,30.00000,NULL,22436,1623450,9999-12-31,2013-05-08
203,2001-06-17,TO,SDFI,Petoro AS,30.00000,NULL,22436,1626839,9999-12-31,2013-05-08
203,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22436,749,9999-12-31,2013-05-08
203,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22436,1623450,9999-12-31,2013-05-08
203,2000-11-23,FROM,TRANSFER,BP Amoco Norge AS,15.00000,NULL,22436,982372,9999-12-31,2013-05-08
203,2000-11-23,TO,TRANSFER,Det Norske Oljeselskap AS,15.00000,NULL,22436,1340609,9999-12-31,2013-05-08
203,1999-12-23,FROM,MERGER/TAKEOVER,Amoco Norway AS,15.00000,NULL,22436,89,9999-12-31,2013-05-08
203,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,15.00000,NULL,22436,982372,9999-12-31,2013-05-08
204,2003-06-24,FROM,TRANSFER,Enterprise Oil Norge AS,15.00000,NULL,22444,1853786,9999-12-31,2013-05-08
204,2003-06-24,TO,TRANSFER,Amerada Hess Norge AS,3.50000,NULL,22444,67,9999-12-31,2013-05-08
204,2003-06-24,TO,TRANSFER,Marathon Petroleum Norge AS,5.30000,NULL,22444,463,9999-12-31,2013-05-08
204,2003-06-24,TO,TRANSFER,Statoil ASA (old),6.20000,NULL,22444,1622484,9999-12-31,2013-05-08
204,2002-03-19,FROM,TRANSFER,Petoro AS,30.00000,NULL,22444,1626839,9999-12-31,2013-05-08
204,2002-03-19,TO,TRANSFER,Marathon Petroleum Norge AS,30.00000,NULL,22444,463,9999-12-31,2013-05-08
204,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,15.00000,NULL,22444,342,9999-12-31,2013-05-08
204,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,15.00000,NULL,22444,1853786,9999-12-31,2013-05-08
204,2001-06-17,FROM,SDFI,SDØE,30.00000,NULL,22444,1623450,9999-12-31,2013-05-08
204,2001-06-17,TO,SDFI,Petoro AS,30.00000,NULL,22444,1626839,9999-12-31,2013-05-08
204,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22444,1623450,9999-12-31,2013-05-08
204,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,65.00000,NULL,22444,749,9999-12-31,2013-05-08
204,2001-05-10,TO,SDFI,Statoil ASA (old),35.00000,NULL,22444,1622484,9999-12-31,2013-05-08
206,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,25.00000,NULL,22460,716,9999-12-31,2013-05-08
206,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,25.00000,NULL,22460,430,9999-12-31,2013-05-08
208,2006-09-06,FROM,CHANGE OF COMPANY NAME,DONG Norge AS,45.00000,NULL,22476,1853083,9999-12-31,2013-05-08
208,2006-09-06,TO,CHANGE OF COMPANY NAME,DONG E&P Norge AS,45.00000,NULL,22476,4070011,9999-12-31,2013-05-08
208,2005-01-01,FROM,TRANSFER,BP Norge AS,45.00000,NULL,22476,2052695,9999-12-31,2013-05-08
208,2005-01-01,TO,TRANSFER,DONG Norge AS,45.00000,NULL,22476,1853083,9999-12-31,2013-05-08
208,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,45.00000,NULL,22476,982372,9999-12-31,2013-05-08
208,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,45.00000,NULL,22476,2052695,9999-12-31,2013-05-08
208,2001-06-17,FROM,SDFI,SDØE,30.00000,NULL,22476,1623450,9999-12-31,2013-05-08
208,2001-06-17,TO,SDFI,Petoro AS,30.00000,NULL,22476,1626839,9999-12-31,2013-05-08
208,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22476,749,9999-12-31,2013-05-08
208,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22476,1623450,9999-12-31,2013-05-08
208,1999-12-23,FROM,MERGER/TAKEOVER,BP Petroleum Dev. of Norway AS,45.00000,NULL,22476,155,9999-12-31,2013-05-08
208,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,45.00000,NULL,22476,982372,9999-12-31,2013-05-08
209,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,22484,4511658,9999-12-31,2013-05-08
209,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,40.00000,NULL,22484,17237817,9999-12-31,2013-05-08
209,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,15.00000,NULL,22484,4511854,9999-12-31,2013-05-08
209,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,15.00000,NULL,22484,4511658,9999-12-31,2013-05-08
209,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),15.00000,NULL,22484,1622484,9999-12-31,2013-05-08
209,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,25.00000,NULL,22484,4524355,9999-12-31,2013-05-08
209,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,15.00000,NULL,22484,4511854,9999-12-31,2013-05-08
209,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,25.00000,NULL,22484,4511658,9999-12-31,2013-05-08
209,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,25.00000,NULL,22484,430,9999-12-31,2013-05-08
209,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,25.00000,NULL,22484,4524355,9999-12-31,2013-05-08
209,2004-10-01,FROM,CHANGE OF COMPANY NAME,Esso Exploration and Production Norway A/S,10.00000,NULL,22484,353,9999-12-31,2013-05-08
209,2004-10-01,TO,CHANGE OF COMPANY NAME,ExxonMobil Exploration & Production Norway AS,10.00000,NULL,22484,2835212,9999-12-31,2013-05-08
209,2001-06-17,FROM,SDFI,SDØE,35.00000,NULL,22484,1623450,9999-12-31,2013-05-08
209,2001-06-17,TO,SDFI,Petoro AS,35.00000,NULL,22484,1626839,9999-12-31,2013-05-08
209,2001-05-10,TO,SDFI,SDØE,35.00000,NULL,22484,1623450,9999-12-31,2013-05-08
209,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,50.00000,NULL,22484,749,9999-12-31,2013-05-08
209,2001-05-10,TO,SDFI,Statoil ASA (old),15.00000,NULL,22484,1622484,9999-12-31,2013-05-08
210,2004-01-01,FROM,TRANSFER,A/S Norske Shell,15.00000,NULL,22492,562,9999-12-31,2013-05-08
210,2004-01-01,TO,TRANSFER,BP Norge AS,15.00000,NULL,22492,2052695,9999-12-31,2013-05-08
210,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,35.00000,NULL,22492,982372,9999-12-31,2013-05-08
210,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,35.00000,NULL,22492,2052695,9999-12-31,2013-05-08
210,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22492,1623450,9999-12-31,2013-05-08
210,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22492,1622484,9999-12-31,2013-05-08
210,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22492,1623450,9999-12-31,2013-05-08
210,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,50.00000,NULL,22492,749,9999-12-31,2013-05-08
210,2001-05-10,TO,SDFI,Statoil ASA (old),20.00000,NULL,22492,1622484,9999-12-31,2013-05-08
210,2001-03-19,FROM,TRANSFER,A/S Norske Shell,15.00000,NULL,22492,562,9999-12-31,2013-05-08
210,2001-03-19,TO,TRANSFER,BP Amoco Norge AS,15.00000,NULL,22492,982372,9999-12-31,2013-05-08
210,2000-07-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,20.00000,NULL,22492,430,9999-12-31,2013-05-08
210,2000-07-01,TO,TRANSFER,BP Amoco Norge AS,20.00000,NULL,22492,982372,9999-12-31,2013-05-08
211,2013-01-01,FROM,TRANSFER,Statoil Petroleum AS,30.00000,NULL,22500,17237817,9999-12-31,2013-05-08
211,2013-01-01,TO,TRANSFER,Maersk Oil Norway AS,30.00000,NULL,22500,4719674,9999-12-31,2013-05-08
211,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,22500,4511658,9999-12-31,2013-05-08
211,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,22500,17237817,9999-12-31,2013-05-08
211,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,30.00000,NULL,22500,4511854,9999-12-31,2013-05-08
211,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,22500,4511658,9999-12-31,2013-05-08
211,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),30.00000,NULL,22500,1622484,9999-12-31,2013-05-08
211,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,30.00000,NULL,22500,4511854,9999-12-31,2013-05-08
211,2006-01-02,FROM,TRANSFER,Total E&P Norge AS,10.00000,NULL,22500,2410708,9999-12-31,2013-05-08
211,2006-01-02,TO,TRANSFER,Eni Norge AS,10.00000,NULL,22500,2388594,9999-12-31,2013-05-08
