baaName,baaTransferDateValidFrom,baaTransferDirection,baaTransferKind,cmpLongName,baaTransferredInterest,baaTransferSdfi,baaNpdidBsnsArrArea,cmpNpdidCompany,baaTransferDateUpdated,dateSyncNPD
MURCHISON UNIT,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,22.20000,NULL,42302,5442509,9999-12-31,2013-05-08
MURCHISON UNIT,2008-01-10,FROM,NULL,StatoilHydro ASA,11.51620,NULL,42302,4511854,9999-12-31,2013-05-08
MURCHISON UNIT,2008-01-10,TO,NULL,Revus Energy ASA,11.51620,NULL,42302,3431773,9999-12-31,2013-05-08
MURCHISON UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),11.51620,NULL,42302,1622484,9999-12-31,2013-05-08
MURCHISON UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,11.51620,NULL,42302,4511854,9999-12-31,2013-05-08
MURCHISON UNIT,2005-05-04,FROM,NULL,Revus Energy AS,10.68380,NULL,42302,2455850,9999-12-31,2013-05-08
MURCHISON UNIT,2005-05-04,TO,NULL,Revus Energy ASA,10.68380,NULL,42302,3431773,9999-12-31,2013-05-08
MURCHISON UNIT,2004-01-01,FROM,NULL,Norske ConocoPhillips AS,2.68260,NULL,42302,2399056,9999-12-31,2013-05-08
MURCHISON UNIT,2004-01-01,FROM,NULL,Esso Exploration and Production Norway A/S,5.55000,NULL,42302,353,9999-12-31,2013-05-08
MURCHISON UNIT,2004-01-01,FROM,NULL,Enterprise Oil Norge AS,0.23120,NULL,42302,1853786,9999-12-31,2013-05-08
MURCHISON UNIT,2004-01-01,FROM,NULL,A/S Norske Shell,2.22000,NULL,42302,562,9999-12-31,2013-05-08
MURCHISON UNIT,2004-01-01,TO,NULL,Revus Energy AS,10.68380,NULL,42302,2455850,9999-12-31,2013-05-08
MURCHISON UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,2.68260,NULL,42302,221,9999-12-31,2013-05-08
MURCHISON UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,2.68260,NULL,42302,2399056,9999-12-31,2013-05-08
MURCHISON UNIT,2002-11-01,FROM,NULL,Kerr Mc-Gee North Sea (UK) Ltd,68.72334,NULL,42302,1024802,9999-12-31,2013-05-08
MURCHISON UNIT,2002-11-01,TO,NULL,CNR International (UK) Limited,68.72334,NULL,42302,2385943,9999-12-31,2013-05-08
MURCHISON UNIT,2002-01-01,FROM,NULL,Mobil Development Norway AS,3.33000,NULL,42302,474,9999-12-31,2013-05-08
MURCHISON UNIT,2002-01-01,TO,NULL,Esso Exploration and Production Norway A/S,3.33000,NULL,42302,353,9999-12-31,2013-05-08
MURCHISON UNIT,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,0.23120,NULL,42302,342,9999-12-31,2013-05-08
MURCHISON UNIT,2001-12-31,TO,NULL,Enterprise Oil Norge AS,0.23120,NULL,42302,1853786,9999-12-31,2013-05-08
MURCHISON UNIT,2001-07-06,FROM,NULL,Ranger Oil (UK) Ltd,9.07666,NULL,42302,2742,9999-12-31,2013-05-08
MURCHISON UNIT,2001-07-06,TO,NULL,CNR International (UK) Limited,9.07666,NULL,42302,2385943,9999-12-31,2013-05-08
MURCHISON UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,11.51620,NULL,42302,749,9999-12-31,2013-05-08
MURCHISON UNIT,2001-05-10,TO,NULL,Statoil ASA (old),11.51620,NULL,42302,1622484,9999-12-31,2013-05-08
MURCHISON UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,0.41620,NULL,42302,716,9999-12-31,2013-05-08
MURCHISON UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,0.41620,NULL,42302,749,9999-12-31,2013-05-08
MURCHISON UNIT,1999-04-19,FROM,NULL,Oryx (UK) Energy Company,68.72334,NULL,42302,2897,9999-12-31,2013-05-08
MURCHISON UNIT,1999-04-19,TO,NULL,Kerr Mc-Gee North Sea (UK) Ltd,68.72334,NULL,42302,1024802,9999-12-31,2013-05-08
MURCHISON UNIT,1997-07-01,FROM,NULL,Amerada Hess Norge AS,0.23130,NULL,42302,67,9999-12-31,2013-05-08
MURCHISON UNIT,1997-07-01,TO,NULL,Norske Conoco A/S,0.23130,NULL,42302,221,9999-12-31,2013-05-08
MURCHISON UNIT,1996-10-29,FROM,NULL,Chevron UK Ltd.,25.93330,NULL,42302,42078,9999-12-31,2013-05-08
MURCHISON UNIT,1996-10-29,TO,NULL,Ranger Oil (UK) Ltd,9.07666,NULL,42302,2742,9999-12-31,2013-05-08
MURCHISON UNIT,1996-10-29,TO,NULL,Oryx (UK) Energy Company,16.85664,NULL,42302,2897,9999-12-31,2013-05-08
MURCHISON UNIT,1995-01-01,FROM,NULL,Amoco Norway Oil Company,0.23130,NULL,42302,78,9999-12-31,2013-05-08
MURCHISON UNIT,1995-01-01,TO,NULL,Norske Conoco A/S,0.23130,NULL,42302,221,9999-12-31,2013-05-08
MURCHISON UNIT,1994-07-01,FROM,NULL,CONOCO (UK) LTD,25.93340,NULL,42302,42056,9999-12-31,2013-05-08
MURCHISON UNIT,1994-07-01,TO,NULL,Oryx (UK) Energy Company,25.93340,NULL,42302,2897,9999-12-31,2013-05-08
MURCHISON UNIT,1990-01-01,FROM,CHANGE OF COMPANY NAME,BRITOIL,25.93330,NULL,42302,2825,9999-12-31,2013-05-08
MURCHISON UNIT,1990-01-01,TO,CHANGE OF COMPANY NAME,Oryx (UK) Energy Company,25.93330,NULL,42302,2897,9999-12-31,2013-05-08
MURCHISON UNIT,1989-04-14,FROM,NULL,Texas Eastern Norwegian Inc.,0.23120,NULL,42302,837,9999-12-31,2013-05-08
MURCHISON UNIT,1989-04-14,TO,NULL,Enterprise Oil Norwegian AS,0.23120,NULL,42302,342,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,GULF OIL CORPORATION,24.97920,NULL,42302,41752,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Conoco North Sea Inc.,24.97930,NULL,42302,41730,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Texas Eastern Norwegian Inc.,0.02990,NULL,42302,837,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Amerada Hess Norge AS,0.02980,NULL,42302,67,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Amoco Norway Oil Company,0.02980,NULL,42302,78,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Saga Petroleum ASA,0.05370,NULL,42302,716,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,A/S Norske Shell,0.28620,NULL,42302,562,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Esso Exploration and Production Norway A/S,0.28620,NULL,42302,353,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Norske Conoco A/S,0.28620,NULL,42302,221,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Den norske stats oljeselskap a.s,1.43120,NULL,42302,749,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,FROM,NULL,Mobil Development Norway AS,0.42930,NULL,42302,474,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,TO,NULL,BRITOIL,0.95410,NULL,42302,2825,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,TO,NULL,Chevron UK Ltd.,25.93330,NULL,42302,42078,9999-12-31,2013-05-08
MURCHISON UNIT,1986-09-01,TO,NULL,CONOCO (UK) LTD,25.93340,NULL,42302,42056,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,FROM,NULL,BRITOIL,2.93750,NULL,42302,2825,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,FROM,NULL,Conoco North Sea Inc.,2.93740,NULL,42302,41730,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,FROM,NULL,GULF OIL CORPORATION,2.93740,NULL,42302,41752,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Texas Eastern Norwegian Inc.,0.09180,NULL,42302,837,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Amerada Hess Norge AS,0.09180,NULL,42302,67,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Amoco Norway Oil Company,0.09180,NULL,42302,78,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Saga Petroleum ASA,0.16530,NULL,42302,716,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,A/S Norske Shell,0.88120,NULL,42302,562,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Esso Exploration and Production Norway A/S,0.88120,NULL,42302,353,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Norske Conoco A/S,0.88120,NULL,42302,221,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Mobil Development Norway AS,1.32180,NULL,42302,474,9999-12-31,2013-05-08
MURCHISON UNIT,1983-11-01,TO,NULL,Den norske stats oljeselskap a.s,4.40620,NULL,42302,749,9999-12-31,2013-05-08
MURCHISON UNIT,1982-01-01,FROM,NULL,BRITISH NATIONAL OIL CORPORATION,27.91670,NULL,42302,41719,9999-12-31,2013-05-08
MURCHISON UNIT,1982-01-01,TO,NULL,BRITOIL,27.91670,NULL,42302,2825,9999-12-31,2013-05-08
NJORD UNIT,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,30.00000,NULL,40585,2840522,9999-12-31,2013-05-08
NJORD UNIT,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,30.00000,NULL,40585,21631209,9999-12-31,2013-05-08
NJORD UNIT,2011-01-02,FROM,TRANSFER,Petoro AS,7.50000,NULL,40585,1626839,9999-12-31,2013-05-08
NJORD UNIT,2011-01-02,TO,TRANSFER,Faroe Petroleum Norge AS,7.50000,NULL,40585,4062883,9999-12-31,2013-05-08
NJORD UNIT,2011-01-01,FROM,TRANSFER,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,40585,2835212,9999-12-31,2013-05-08
NJORD UNIT,2011-01-01,TO,TRANSFER,GDF SUEZ E&P Norge AS,20.00000,NULL,40585,5267845,9999-12-31,2013-05-08
NJORD UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,20.00000,NULL,40585,4511658,9999-12-31,2013-05-08
NJORD UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,20.00000,NULL,40585,17237817,9999-12-31,2013-05-08
NJORD UNIT,2009-10-01,FROM,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,2.50000,NULL,40585,5497155,9999-12-31,2013-05-08
NJORD UNIT,2009-10-01,TO,CHANGE OF COMPANY NAME,VNG Norge AS,2.50000,NULL,40585,17237193,9999-12-31,2013-05-08
NJORD UNIT,2009-05-26,FROM,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,2.50000,NULL,40585,3113213,9999-12-31,2013-05-08
NJORD UNIT,2009-05-26,TO,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,2.50000,NULL,40585,5497155,9999-12-31,2013-05-08
NJORD UNIT,2009-01-02,FROM,MERGER/TAKEOVER,StatoilHydro ASA,20.00000,NULL,40585,4511854,9999-12-31,2013-05-08
NJORD UNIT,2009-01-02,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,20.00000,NULL,40585,4511658,9999-12-31,2013-05-08
NJORD UNIT,2009-01-01,FROM,CHANGE OF COMPANY NAME,Gaz de France Norge AS,20.00000,NULL,40585,1628733,9999-12-31,2013-05-08
NJORD UNIT,2009-01-01,TO,CHANGE OF COMPANY NAME,GDF SUEZ E&P Norge AS,20.00000,NULL,40585,5267845,9999-12-31,2013-05-08
NJORD UNIT,2008-11-01,FROM,TRANSFER,StatoilHydro Petroleum AS,20.00000,NULL,40585,4511658,9999-12-31,2013-05-08
NJORD UNIT,2008-11-01,TO,TRANSFER,StatoilHydro ASA,20.00000,NULL,40585,4511854,9999-12-31,2013-05-08
NJORD UNIT,2008-01-01,FROM,NULL,Mobil Development Norway AS,20.00000,NULL,40585,474,9999-12-31,2013-05-08
NJORD UNIT,2008-01-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,40585,2835212,9999-12-31,2013-05-08
NJORD UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,20.00000,NULL,40585,4524355,9999-12-31,2013-05-08
NJORD UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,20.00000,NULL,40585,4511658,9999-12-31,2013-05-08
NJORD UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,20.00000,NULL,40585,430,9999-12-31,2013-05-08
NJORD UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,20.00000,NULL,40585,4524355,9999-12-31,2013-05-08
NJORD UNIT,2005-01-10,FROM,NULL,OER Oil AS,2.50000,NULL,40585,2258813,9999-12-31,2013-05-08
NJORD UNIT,2005-01-10,TO,NULL,Endeavour Energy Norge AS,2.50000,NULL,40585,3113213,9999-12-31,2013-05-08
NJORD UNIT,2005-01-01,FROM,TRANSFER,Paladin Resources Norge AS,15.00000,NULL,40585,1577943,9999-12-31,2013-05-08
NJORD UNIT,2005-01-01,TO,TRANSFER,E.ON Ruhrgas Norge AS,15.00000,NULL,40585,2840522,9999-12-31,2013-05-08
NJORD UNIT,2004-07-05,FROM,NULL,Ruhrgas Norge AS,15.00000,NULL,40585,2489913,9999-12-31,2013-05-08
NJORD UNIT,2004-07-05,TO,NULL,E.ON Ruhrgas Norge AS,15.00000,NULL,40585,2840522,9999-12-31,2013-05-08
NJORD UNIT,2003-12-01,FROM,NULL,Norske ConocoPhillips AS,15.00000,NULL,40585,2399056,9999-12-31,2013-05-08
NJORD UNIT,2003-12-01,TO,NULL,Ruhrgas Norge AS,15.00000,NULL,40585,2489913,9999-12-31,2013-05-08
NJORD UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,15.00000,NULL,40585,221,9999-12-31,2013-05-08
NJORD UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,15.00000,NULL,40585,2399056,9999-12-31,2013-05-08
NJORD UNIT,2002-03-19,FROM,NULL,Petoro AS,22.50000,NULL,40585,1626839,9999-12-31,2013-05-08
NJORD UNIT,2002-03-19,TO,NULL,Paladin Resources Norge AS,7.50000,NULL,40585,1577943,9999-12-31,2013-05-08
NJORD UNIT,2002-03-19,TO,NULL,Norske Conoco A/S,15.00000,NULL,40585,221,9999-12-31,2013-05-08
NJORD UNIT,2002-01-01,FROM,NULL,Norsk Hydro Produksjon AS,2.50000,NULL,40585,430,9999-12-31,2013-05-08
NJORD UNIT,2002-01-01,TO,NULL,OER Oil AS,2.50000,NULL,40585,2258813,9999-12-31,2013-05-08
NJORD UNIT,2001-06-17,FROM,NULL,SDØE,30.00000,NULL,40585,1623450,9999-12-31,2013-05-08
NJORD UNIT,2001-06-17,TO,NULL,Petoro AS,30.00000,NULL,40585,1626839,9999-12-31,2013-05-08
NJORD UNIT,2001-06-06,FROM,NULL,Den norske stats oljeselskap a.s,20.00000,NULL,40585,749,9999-12-31,2013-05-08
NJORD UNIT,2001-06-06,TO,NULL,Gaz de France Norge AS,20.00000,NULL,40585,1628733,9999-12-31,2013-05-08
NJORD UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,30.00000,30.00000,40585,749,9999-12-31,2013-05-08
NJORD UNIT,2001-05-10,TO,NULL,SDØE,30.00000,NULL,40585,1623450,9999-12-31,2013-05-08
NJORD UNIT,2001-01-23,FROM,NULL,Petro-Canada Norge AS (old),7.50000,NULL,40585,628,9999-12-31,2013-05-08
NJORD UNIT,2001-01-23,TO,NULL,Paladin Resources Norge AS,7.50000,NULL,40585,1577943,9999-12-31,2013-05-08
NJORD UNIT,1996-01-01,FROM,NULL,Norsk Hydro Produksjon AS,7.50000,NULL,40585,430,9999-12-31,2013-05-08
NJORD UNIT,1996-01-01,TO,NULL,Petro-Canada Norge AS (old),7.50000,NULL,40585,628,9999-12-31,2013-05-08
NJORD UNIT,1995-04-05,FROM,NULL,Deminex Norge AS,1.50000,NULL,40585,254,9999-12-31,2013-05-08
NJORD UNIT,1995-04-05,TO,NULL,Mobil Development Norway AS,1.50000,NULL,40585,474,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1992-08-14,FROM,NULL,Elf Aquitaine Norge A/S,11.09640,NULL,42225,331,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1992-08-14,TO,NULL,Elf Petroleum Norge AS,11.09640,NULL,42225,298,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1991-12-20,FROM,NULL,Elf Aquitaine Norge A/S,6.30000,NULL,42225,331,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1991-12-20,TO,NULL,Den norske stats oljeselskap a.s,6.30000,NULL,42225,749,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1984-08-17,FROM,NULL,Den norske stats oljeselskap a.s,0.90000,NULL,42225,749,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1984-08-17,FROM,NULL,Total Norge AS,3.72780,NULL,42225,848,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1984-08-17,FROM,NULL,Norsk Hydro Produksjon AS,5.91660,NULL,42225,430,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1984-08-17,FROM,NULL,Elf Aquitaine Norge A/S,7.45560,NULL,42225,331,9999-12-31,2013-05-08
NORDØST FRIGG UNIT,1984-08-17,TO,NULL,Esso Exploration and Production Norway A/S,18.00000,NULL,42225,353,9999-12-31,2013-05-08
NORNE INSIDE,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,39.10000,NULL,40672,4511658,9999-12-31,2013-05-08
NORNE INSIDE,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,39.10000,NULL,40672,17237817,9999-12-31,2013-05-08
NORNE INSIDE,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,39.10000,NULL,40672,4511854,9999-12-31,2013-05-08
NORNE INSIDE,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,39.10000,NULL,40672,4511658,9999-12-31,2013-05-08
NORNE INSIDE,2008-01-01,FROM,NULL,StatoilHydro Petroleum AS,8.10000,NULL,40672,4511658,9999-12-31,2013-05-08
NORNE INSIDE,2008-01-01,TO,NULL,StatoilHydro ASA,8.10000,NULL,40672,4511854,9999-12-31,2013-05-08
NORNE INSIDE,2007-10-01,FROM,NULL,Statoil ASA (old),31.00000,NULL,40672,1622484,9999-12-31,2013-05-08
NORNE INSIDE,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,8.10000,NULL,40672,4524355,9999-12-31,2013-05-08
NORNE INSIDE,2007-10-01,TO,NULL,StatoilHydro ASA,31.00000,NULL,40672,4511854,9999-12-31,2013-05-08
NORNE INSIDE,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,8.10000,NULL,40672,4511658,9999-12-31,2013-05-08
NORNE INSIDE,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,8.10000,NULL,40672,430,9999-12-31,2013-05-08
NORNE INSIDE,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,8.10000,NULL,40672,4524355,9999-12-31,2013-05-08
NORNE INSIDE,2005-01-01,FROM,NULL,Enterprise Oil Norge AS,6.00000,NULL,40672,1853786,9999-12-31,2013-05-08
NORNE INSIDE,2005-01-01,TO,NULL,Statoil ASA (old),6.00000,NULL,40672,1622484,9999-12-31,2013-05-08
NORNE INSIDE,2003-12-31,FROM,NULL,Norsk Agip  AS,6.90000,NULL,40672,45,9999-12-31,2013-05-08
NORNE INSIDE,2003-12-31,TO,NULL,Eni Norge AS,6.90000,NULL,40672,2388594,9999-12-31,2013-05-08
NORNE INSIDE,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,6.00000,NULL,40672,342,9999-12-31,2013-05-08
NORNE INSIDE,2001-12-31,TO,NULL,Enterprise Oil Norge AS,6.00000,NULL,40672,1853786,9999-12-31,2013-05-08
NORNE INSIDE,2001-06-17,FROM,NULL,SDØE,54.00000,NULL,40672,1623450,9999-12-31,2013-05-08
NORNE INSIDE,2001-06-17,TO,NULL,Petoro AS,54.00000,NULL,40672,1626839,9999-12-31,2013-05-08
NORNE INSIDE,2001-06-01,FROM,NULL,SDØE,1.00000,NULL,40672,1623450,9999-12-31,2013-05-08
NORNE INSIDE,2001-06-01,TO,NULL,Statoil ASA (old),1.00000,NULL,40672,1622484,9999-12-31,2013-05-08
NORNE INSIDE,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,79.00000,NULL,40672,749,9999-12-31,2013-05-08
NORNE INSIDE,2001-05-10,TO,NULL,Statoil ASA (old),24.00000,NULL,40672,1622484,9999-12-31,2013-05-08
NORNE INSIDE,2001-05-10,TO,NULL,SDØE,55.00000,NULL,40672,1623450,9999-12-31,2013-05-08
NORNE INSIDE,1999-12-11,FROM,NULL,Saga Petroleum ASA,9.00000,NULL,40672,716,9999-12-31,2013-05-08
NORNE INSIDE,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,9.00000,NULL,40672,749,9999-12-31,2013-05-08
NORNE INSIDE,1996-07-23,FROM,NULL,Norsk Hydro Produksjon AS,0.90000,NULL,40672,430,9999-12-31,2013-05-08
NORNE INSIDE,1996-07-23,TO,NULL,Norsk Agip  AS,0.90000,NULL,40672,45,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,28.91690,NULL,2588637,4511658,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,28.91690,NULL,2588637,17237817,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,10.84410,NULL,2588637,4511854,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,10.84410,NULL,2588637,4511658,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),10.84410,NULL,2588637,1622484,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,18.07280,NULL,2588637,4524355,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,10.84410,NULL,2588637,4511854,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,18.07280,NULL,2588637,4511658,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,18.07280,NULL,2588637,430,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,18.07280,NULL,2588637,4524355,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2006-09-06,FROM,NULL,DONG Norge AS,10.34200,NULL,2588637,1853083,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2006-09-06,TO,NULL,DONG E&P Norge AS,10.34200,NULL,2588637,4070011,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2005-01-01,FROM,NULL,BP Norge AS,10.34200,NULL,2588637,2052695,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2005-01-01,TO,NULL,DONG Norge AS,10.34200,NULL,2588637,1853083,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,7.22860,NULL,2588637,353,9999-12-31,2013-05-08
ORMEN LANGE UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,7.22860,NULL,2588637,2835212,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2012-01-01,FROM,TRANSFER,ExxonMobil Exploration & Production Norway AS,4.70000,NULL,3500071,2835212,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2012-01-01,TO,TRANSFER,Total E&P Norge AS,4.70000,NULL,3500071,2410708,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,49.30000,NULL,3500071,4511658,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,49.30000,NULL,3500071,17237817,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,15.30000,NULL,3500071,4511854,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,15.30000,NULL,3500071,4511658,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2008-01-01,FROM,NULL,Mobil Development Norway AS,4.70000,NULL,3500071,474,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2008-01-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,4.70000,NULL,3500071,2835212,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),15.30000,NULL,3500071,1622484,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,34.00000,NULL,3500071,4524355,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,34.00000,NULL,3500071,4511658,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,15.30000,NULL,3500071,4511854,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-01-02,FROM,NULL,Norske ConocoPhillips AS,2.40000,NULL,3500071,2399056,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-01-02,TO,NULL,ConocoPhillips Skandinavia AS,2.40000,NULL,3500071,2410696,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,34.00000,NULL,3500071,430,9999-12-31,2013-05-08
OSEBERG AREA UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,34.00000,NULL,3500071,4524355,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,10.00000,NULL,40638,1340884,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,10.00000,NULL,40638,2410708,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,2.40000,NULL,40638,221,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,2.40000,NULL,40638,2399056,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-12-01,FROM,NULL,Petoro AS,1.00000,NULL,40638,1626839,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-12-01,TO,NULL,Mobil Development Norway AS,1.00000,NULL,40638,474,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-10-01,FROM,NULL,Statoil ASA (old),2.92000,NULL,40638,1622484,9999-12-31,2013-05-08
OSEBERG SØR UNIT,2002-10-01,FROM,NULL,Norske Conoco A/S,5.30000,NULL,40638,221,9999-12-31,2013-05-08
